Taxa	FT00104	FT00109	FT00114	FT00128	FT00149	FT00174	FT00177	FT00182	FT00189	FT00202	FT00220	FT00231	FT00303	FT00311	FT00385	FT00400	ST00001	ST00003	ST00005	ST00006	ST00008	ST00009	ST00015	ST00016	ST00017	ST00018	ST00019	ST00021	ST00023	ST00026	ST00027	ST00028	ST00030	ST00031	ST00035	ST00039	ST00040	ST00041	ST00042	ST00044	ST00045	ST00046	ST00047	ST00050	ST00051	ST00053	ST00054	ST00056	ST00057	ST00059	ST00060	ST00062	ST00063	ST00064	ST00065	ST00067	ST00070	ST00075	ST00077	ST00078	ST00081	ST00082	ST00083	ST00084	ST00085	ST00088	ST00091	ST00092	ST00094	ST00100	ST00101	ST00112	ST00123	ST00132	ST00142	ST00143	ST00146	ST00162	ST00176	ST00184	ST00190	ST00203	ST00205	ST00207	ST00208	ST00219	ST00223	ST00226	ST00227	ST00234	ST00242	ST00259	ST00263	ST00266	ST00278	ST00281	ST00305	ST00338	ST00348	ST00379	ST00382	ST00383	ST00384	ST00386	ST00387	ST00395	ST00411	ST00412	ST00415	ST00420	ST00422	ST00425	ST00465	ST00480	ST00541	SW00001	SW00003	SW00004	SW00006	SW00007	SW00018	SW00021	SW00027	SW00028	SW00032	SW00035	SW00041	SW00106	SW00109	SW00115	SW00116	SW00127	SW00148	SW00172	SW00176	SW00183	SW00197	SW00213	SW00224	SW00295	SW00303	SW00378	SW00395
Coriobacteriaceae	1	1	0	1	0	3	6	0	1	1	3	2	0	6	1	0	52	75	117	65	11	399	16	76	405	342	11	239	318	239	124	47	184	39	11	116	723	72	289	47	50	0	2249	19	171	24	502	55	815	29	210	47	302	60	188	15	100	432	615	282	51	215	88	1151	133	702	733	592	1562	58	607	460	49	1187	84	204	75	387	401	164	362	216	391	61	962	607	480	97	421	2693	401	104	447	483	1233	1740	411	80	1553	39	221	11	98	2563	453	1219	367	112	192	211	129	86	229	77	507	89	23	36	8	92	147	10	77	1	14	8	14	551	89	93	41	46	150	13	10	256	108	184	812	277	163	54	23
Erysipelotrichaceae	0	0	1	1	0	1	6	0	0	0	1	0	0	2	0	0	17	46	26	21	6	31	7	30	51	153	1	43	75	224	34	14	30	14	1	22	141	16	63	6	9	0	186	33	21	33	20	121	141	22	115	64	77	28	35	6	61	102	51	47	25	67	23	190	66	111	63	39	383	75	183	161	25	33	55	17	7	62	57	16	132	88	373	51	184	95	109	23	36	116	116	12	118	53	46	190	70	15	96	22	36	3	15	658	43	118	195	77	65	28	37	23	42	35	88	2	34	20	1	141	32	3	35	0	17	6	13	79	71	55	12	24	88	4	12	152	6	97	142	161	13	41	3
Pseudomonadaceae	3	1	5	1	0	2	6	3	3	3	4	5	2	3	2	1	7	19	8	5	11	2	2	4	11	12	0	5	2	12	4	2	3	7	0	6	10	7	10	5	4	0	7	3	12	2	1	5	15	5	2	14	5	4	3	2	3	15	8	10	4	5	1	14	8	26	3	8	35	10	8	17	5	8	6	8	6	15	28	1	29	25	9	3	23	26	8	14	5	8	34	3	27	8	25	35	14	4	26	33	2	5	3	19	6	44	6	0	3	2	6	4	2	10	34	4	6	1	1	17	4	7	5	2	10	6	8	8	11	20	2	8	28	1	12	22	8	13	26	6	3	4	6
Carnobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0
Hydrogenophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	3	0	0	2	5	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	1	4	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	3	0	2	1	0	4	1	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	1	3	0	0	1	0	0	0	0
Fibrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	3	0	1	2	1	0	5	4	0	0	0	2	2	0	2	0	3	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	2	1	0	1	0
Streptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	5	0	2	0	0	2	2	1	5	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0
Legionellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacteraceae	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	5	1	1	5	3	1	0	2	6	10	0	1	2	2	0	0	6	2	0	6	4	3	8	2	0	0	9	0	1	0	4	0	3	4	3	4	1	2	1	2	2	12	3	5	4	2	3	12	0	9	1	3	13	3	4	9	2	4	4	2	1	5	10	2	25	26	10	0	13	14	3	6	2	9	32	0	32	6	8	13	5	1	23	2	3	1	0	12	7	36	7	4	2	0	2	0	4	0	17	0	1	1	0	6	1	0	0	0	1	4	0	8	10	7	1	2	9	1	1	8	3	4	10	4	0	1	1
Phycisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	4	2	2	1	1	0	0	0	0	0	0	1	1	0	0	3	6	0	0	13	0	0	0	0	0	4	0	7	0	1	0	1	0	1	1	3	0	0	0	0	6	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0
Pseudonocardiaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	1	3	1	0	0	2	3	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	2	0	1	0	1	0	5	0	9	1	0	3	2	1	3	1	1	0	2	3	3	7	0	1	18	1	0	11	2	2	2	0	3	10	0	11	1	7	1	4	0	4	0	0	0	0	7	2	7	0	1	1	0	1	0	1	2	6	0	2	0	0	0	1	0	1	0	0	0	0	4	4	1	0	0	5	0	1	0	0	0	5	1	0	5	0
Kineosporiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Waddliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcaceae	3	0	0	0	0	2	26	0	0	0	1	0	1	6	2	1	26	11	391	33	9	55	50	19	275	615	5	54	293	166	229	387	155	314	16	6456	129	35	448	19	33	0	6834	108	28	107	88	142	136	145	37	73	48	462	625	107	1234	5663	66	557	19	266	41	1877	59	156	1996	1903	85	47	39	40	2178	116	17	160	497	803	3542	31	1024	57	383	125	123	77	48	81	44	187	223	74	77	31	87	111	25	7	72	50	99	20	24	453	33	50	529	135	126	159	16	60	40	83	86	186	36	131	17	746	779	58	765	555	62	720	97	214	104	670	262	827	533	123	130	97	306	33	577	113	275	20	54
Anaerolineaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Dermacoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteriaceae	0	0	0	0	1	3	1	1	0	1	0	0	2	0	1	1	3	4	3	5	1	6	2	1	6	5	2	2	6	13	2	1	5	1	1	2	7	2	8	0	1	0	10	1	1	0	4	5	1	3	2	4	9	4	4	3	3	8	6	3	5	4	3	7	5	8	1	5	6	3	8	8	6	7	2	4	4	3	18	2	8	19	4	3	10	3	1	4	8	4	19	4	15	3	6	6	5	4	9	2	10	8	5	6	1	15	5	1	1	5	0	4	1	1	9	3	1	0	3	10	1	3	1	4	5	3	2	7	8	10	2	1	3	1	1	4	3	2	4	2	1	2	0
Rickettsiaceae	0	0	0	2	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	2	1	0	2	1	0	2	1	0	0	1	1	1	4	0	0	0	1	0	2	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	4	2	1	1	0	1	0	0	1	1	1	0	2	2	0	1	1	2	2	1	2	0	3	0	1	2	3	0	1	0	0	0	1	9	0	2	2	0	2	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	1	1	1	1	4	3	4	0	1	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Leptotrichiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	1	3	0	2	8	1	0	0	0	1	0	1	0	1	8	3	1	1	2	1	0	0	1	0	0	0	2	2	1	1	0	0	0	0	2	1	0	0	0	2	1	0	1	0	0	1	2	0	0	0	0	3	1	0	0	6	5	0	1	0	0	1	0	2	0	1	3	1	0	1	0	0	0	2	1	1	1	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	1	0	0	3	0	2	1	0	1	0	0
Syntrophomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0
Trueperaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	1	0	1	1	0	0	1	1	1	6	0	0	0	1	1	1	0	2	0	0	1	0	0	0	1	5	0	0	4	0	0	0	0	2	3	0	3	0	2	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
Natranaerobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	1	3	1	0	0	1	0	1	0	0	3	0	2	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	1	0	0	0	0	0	1	3	0	3	5	1	0	2	2	1	0	2	0	3	1	5	4	1	2	4	0	0	3	0	0	0	2	0	2	3	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	6	0	0	0	7	0	2	2	0	1	1	1	1	0	1
Amoebophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0
Desulfovibrionaceae	6	4	8	3	2	5	9	2	2	5	7	6	11	5	3	8	5	34	8	14	14	16	3	7	24	23	5	5	15	26	20	1	39	4	3	15	49	18	14	4	6	0	10	2	36	4	14	12	43	15	12	14	14	28	4	7	31	28	38	12	25	13	3	15	16	48	8	27	51	18	15	25	23	13	27	11	18	12	58	3	151	75	13	3	47	22	4	7	19	20	333	6	52	13	164	31	93	5	125	9	25	6	9	20	33	96	22	6	6	6	10	10	14	8	46	3	8	7	5	50	9	7	1	1	8	4	5	49	42	61	8	10	117	4	5	28	8	18	45	5	1	11	10
Desulfobulbaceae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	1	1	0	0	0	5	1	0	1	1	0	0	0	0	0	4	0	4	0	0	0	2	1	2	1	2	0	0	0	1	0	2	1	4	2	2	1	5	1	2	0	2	4	2	1	0	0	2	0	1	1	5	0	12	9	1	2	7	5	1	1	2	2	7	1	17	1	11	3	8	0	7	1	2	0	2	5	1	3	0	0	3	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	1	3	0	0	2	1	0	2	0	3	4	1	0	1	0
Leptospiraceae	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0
Hydrogenothermaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	2	3	0	1	2	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
Nocardioidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	2	0	1	0	0	0	3	0	3	1	1	0	0	0	2	0	0	0	0	0	0	2	1	0	1	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	2	5	0	0	0	0
Francisellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Jonesiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscillospiraceae	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	24	41	29	8	53	24	4	9	49	38	1	14	31	37	27	5	32	9	0	12	75	17	35	20	4	0	48	5	46	8	6	15	52	8	30	57	53	18	14	8	26	31	45	38	30	40	10	92	24	102	38	29	102	40	29	59	36	21	14	28	34	32	50	8	191	283	54	23	141	36	34	29	18	45	418	11	271	41	80	66	64	13	153	11	54	1	18	20	30	226	62	19	13	13	24	21	10	13	109	4	20	10	0	85	19	2	10	0	28	7	3	109	115	113	3	7	113	7	9	75	4	72	149	29	15	33	19
Verrucomicrobiaceae	0	5	1	2	0	0	117	3	1	3	0	1	2	1	0	0	0	1454	2	1	221	2	8	3	406	1628	14	2007	40	74	1365	58	35	3	7	9	5	4	635	3	46	0	10	0	1465	3	124605	15	5	3	2288	868	16	4	1113	72	947	20	8855	370	352	119	264	1023	321	59	1	1	10	457	16733	10	2	55	2	137	689	75	7	1	7967	23729	55	56	2488	4	1	104	4	314	43258	6	12444	823	3	2	154	205	443	26	18881	5	8007	747	140	13	18	6025	31	4	13	79	18	295	474	1	721	3	1	138	126	1	4542	0	864	298	0	13	2625	3020	0	1	4934	8	518	2	3	6	8	9	29	1	2
Synergistaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	4	1	0	0	1	5	3	0	0	3	7	0	1	1	0	0	1	5	5	3	0	1	0	1	0	3	2	0	3	4	1	2	0	4	2	2	0	1	4	0	7	2	0	1	6	1	5	0	1	7	0	3	3	2	2	1	1	1	4	10	0	16	8	1	1	9	1	1	1	0	11	23	0	9	3	4	6	7	0	10	1	1	0	0	2	1	14	1	0	2	1	0	0	2	2	8	0	1	0	0	1	0	1	1	0	0	0	0	5	8	6	0	0	11	0	2	5	2	1	7	2	0	1	0
Clostridiales_Family_XVII._Incertae_Sedis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	3	0	0	0	0	2	2	0	0	0	3	0	0	0	1	0	1	0	1	1	0	1	0	0	0	4	2	0	0	0	1	3	2	3	0	1	2	1	1	2	2	0	0	0	1	3	4	0	4	2	2	0	3	3	3	2	0	1	3	0	3	1	2	2	1	1	6	0	1	0	0	4	1	14	0	0	0	1	1	0	1	1	3	0	0	0	0	1	1	0	1	0	0	0	0	3	3	3	1	1	2	1	0	0	0	0	1	0	0	0	1
Pasteurellaceae	3	1	3	2	0	2	3	1	0	3	1	2	3	6	3	2	1	2	46	4	13	6	1	1	6	34	2	4	27	3	0	90	6	9	168	3253	1	187	10	2	1	0	3	36	3	36	1	13	3	1	2	10	2	58	47	5	3	3	5	52	10	8	1	33	16	39	16	255	6	6	2	10	1179	12	10	3	61	5	14	1	18	14	9	0	5	47	1	4	11	3	33	2	16	3	14	11	0	2	2	5	42	0	3	3	4	9	23	0	68	20	5	7	10	34	4	5	1	3	3	7	8	1	39	1	5	28	4	3	9	8	5	7	10	1	6	4	1	5	6	5	191	0	3
Idiomarinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytophagaceae	0	0	1	0	0	0	1	0	0	1	1	1	2	2	1	2	2	6	3	6	4	3	4	9	1	8	0	0	9	9	0	3	18	2	1	5	8	5	1	3	15	0	5	1	4	1	1	3	5	2	4	1	5	1	1	1	9	5	5	3	3	6	3	3	4	9	10	4	15	2	6	8	4	0	7	3	1	2	9	2	12	23	8	3	25	10	4	3	7	4	22	0	20	2	32	21	26	3	18	4	5	1	0	1	8	13	6	5	3	1	3	11	5	8	7	1	0	2	1	4	1	0	2	1	0	1	1	15	5	5	0	3	21	0	1	8	0	12	31	2	1	3	0
Caldisericaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Oceanospirillaceae	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	0	4	0	3	0	1	0	0	0	0
Clostridiaceae	0	0	0	0	0	1	4	1	0	0	0	0	0	1	0	0	24	24	27	22	7	21	21	17	37	30	1	13	38	94	35	11	17	21	2	15	57	26	37	20	35	0	48	9	42	34	9	31	49	6	17	99	37	25	22	7	45	38	23	45	16	21	19	87	26	50	60	14	37	37	27	47	50	29	16	19	21	24	29	15	78	51	94	106	86	52	19	24	26	50	77	1	77	38	25	70	32	10	92	11	30	6	6	324	22	42	53	45	81	11	9	24	34	151	27	7	15	6	2	47	10	2	20	2	15	2	7	46	45	40	11	25	42	3	16	61	17	33	72	67	6	9	4
Desulfobacteraceae	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	3	7	0	0	1	0	0	0	1	0	0	0	2	2	1	1	1	0	3	0	2	1	2	1	2	0	1	2	3	2	1	0	0	4	0	1	1	0	0	2	0	2	6	1	4	1	1	1	1	2	0	0	2	9	4	1	8	24	1	0	4	4	2	1	0	7	15	0	18	4	4	3	3	0	7	0	0	0	0	1	3	9	0	6	0	1	0	0	1	0	3	0	0	1	0	0	1	0	2	0	1	0	2	1	3	3	0	0	2	0	0	4	1	2	4	3	0	2	0
Gallionellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	2	0	0	2	0	0	0	2	0	0	0	1	1	0	3	2	1	0	1	1	3	0	0	1	4	0	1	1	4	4	4	0	3	1	0	0	0	0	2	0	0	0	2	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	0	0	1	1	0	1	0	0	0	0
