ST00070	SW00012	SW00053	SW00097	ST00069	SW00177	SW00017	SW00049	SW00046	SW00169	SW00099	SW00047	SW00066	SW00144	SW00075	SW00174	SW00062	ST00045	SW00179	SW00105	SW00014	SW00054	SW00093	ST00054	SW00120	SW00091	SW00024A	SW00011	ST00150	ST00172	SW00036	ST00141	ST00193	ST00100	SW00072	ST00065	SW00262	ST00050	ST00060	SW00020	SW00085	ST00067	ST00059	ST00205	SW00055	ST00162	ST00151	SW00001	ST00132	ST00143	ST00051	ST00062	ST00005	SW00124	ST00105	ST00044	SW00030	ST00138	ST00101	ST00183	ST00001	SW00248	ST00234	ST00076	SW00052	ST00030	ST00226	ST00223	ST00383	SW00265	ST00420	SW00035	ST00057	ST00253	SW00042	ST00178	SW00063	SW00123	ST00412	ST00228	ST00028	SW00101	ST00184	ST00023	ST00167	ST00116	ST00082	ST00411	ST00379	ST00092	ST00063	ST00243	SW00247	SW00002	SW00095	ST00163	ST00465	SW00069	ST00112	ST00093	SW00070	ST00046	SW00074	SW00043	ST00053	SW00013	SW00009	SW00243	ST00021	ST00382	ST00248	SW00024B	ST00166	SW00004	SW00003	ST00110	ST00081	ST00085	ST00227	SW00173	SW00086	SW00045	SW00061	SW00250	SW00019	SW00018	ST00387	SW00103	ST00094	ST00124	ST00266	SW00029	ST00003	ST00194	SW00007	ST00142	SW00137	ST00146	ST00386	ST00075	ST00231	SW00156	ST00161	ST00152	ST00480	ST00088	SW00108	SW00082	ST00056	ST00084	SW00022	SW00064	SW00051	SW00005	ST00026	ST00086	ST00019	SW00087	SW00068	ST00027	SW00153	ST00008	SW00038	SW00032	ST00017	SW00067	SW00259	SW00159	ST00083	ST00041	ST00078	ST00077	SW00244	ST00031	ST00139	ST00035	SW00302	SW00073	ST00207	SW00155	SW00240	ST00159	SW00026	ST00064	SW00056	ST00131	SW00094	SW00268	SW00048	ST00425	SW00028	SW00079	ST00259	SW00023	SW00041	SW00288	SW00027	SW00131	SW00044	SW00031	ST00009	SW00033	SW00057	ST00016	SW00147	SW00168	SW00133	SW00060	ST00015	ST00127	SW00089	SW00078	SW00050	ST00222	SW00006	SW00110	ST00109	SW00021	ST00006	ST00111	ST00042	ST00123	ST00136	SW00098	SW00065	ST00047	SW00040	SW00076	SW00025	ST00232	ST00103	SW00039	ST00095	ST00018	SW00142	ST00091	ST00039	SW00010	ST00384	ST00040
Fusobacteriales	1	0	70	29277	39	28	4	17	5	33	6	64	0	5	4	0	2241	0	9	1	1486	16	1	0	7	50	18	80	0	8	26	0	0	0	0	6	12	13675	0	3	9	1	0	1	0	10	0	1	0	0	0	1	0	0	0	4	3	0	0	2	0	8387	2	3	0	1	0	0	10	41	15	280	2	0	51	0	0	25	6	0	7	21	0	3	3	8	0	0	7	7	4	0	0	7	0	0	0	63	0	2	10	1	850	1	3	15	0	0	1	0	0	4	0	1	76	7	0	0	0	2	0	1480	110	0	2	1	1	7	0	0	0	5	0	2	0	0	4	0	470	3	0	14	28	4	0	0	0	0	0	0	2	2	0	0	2	66	0	4	376	0	0	4	4	2	0	0	0	0	114	0	8	680	17	976	0	1	16	19	16	0	0	26140	410	3	2	0	240	23	14	0	2262	5	0	1	2487	33	4	0	41	3	0	0	0	0	0	2	1	13	0	0	0	0	4	4972	3	158	0	1002	0	0	0	0	0	0	1	0	5086	132	2	0	0	1	0	2	157	0	0	0	0	1
Gemellales	0	0	6	0	14	1	89	1	0	0	0	3	7	2	0	0	292	3	2	1	2	3	0	40	47	0	589	0	11	5	65	0	8	0	0	0	0	13	0	0	0	0	9	20	0	22	4	0	1	0	1	0	107	0	0	5	6	0	0	43	0	32	11	7	0	0	0	1	8	1	85	138	44	76	2	1	3	815	146	0	8	0	0	16	37	1	8	0	10	20	6	0	0	4	3	50	9	86	4	9	0	3	0	0	3	3	0	2	0	12	38	0	1	4	1	4	3	4	0	0	12	0	0	2	0	1	0	0	2	1	1	65	0	1	0	4	0	11	63	11	2	0	0	0	12	9	75	9	3	0	0	17	0	0	2	1	0	1155	0	1	0	0	0	0	0	0	0	0	0	1	9	9	2	0	7	14	3	32	52	0	0	2	4	4	0	0	0	0	0	4	0	5	0	2	0	0	0	0	0	0	4	0	1	0	0	161	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	48	0	0	0	2	0	0	0	19	0	0	0	0	0	0	0	0	0	0
I025	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillales	9006	214	9271	686	730	1164	1521	3774	149	5182	472	2616	1049	2856	147	1019	12292	303	528	950	65	492	321	350	840	1850	2314	70	424	306	802	128	147	79	47	2370	158	3411	46	86	152	570	725	1336	92	7097	40	2597	990	345	21	14	3419	50	68	49	35010	91	108	697	22	2267	402	484	102	71	1054	413	588	1026	5260	2626	641	223	2165	56	1347	3697	3841	263	2767	996	92	1013	1431	119	1478	152	774	20940	59	277	71	39	790	1316	115	1228	21	2724	196	2835	412	1144	156	784	219	212	116	670	1787	48	1644	284	106	154	33	189	4	19	286	4714	7193	113	247	2904	99	115	67	2767	368	503	7	61	568	16	2313	625	854	18618	171	147	2063	61	142	111	1613	220	629	262	233	638	0	82	135	39	12	5864	40	646	80	1	786	113	26	12	588	164	215	30	670	373	22	839	500	1740	27	1640	3704	1271	261	8843	1057	1270	26	398	368	1007	110	212	52899	72	59	70	482	252	218	833	8	5	26	0	231	35	327	3912	697	2301	214	54	25	74	18	4931	2729	1333	137	734	25	132	273	3152	13	4	33	6890	315	481	43	147	22	1707	43	1363	1215	408	40	7	6	1
Methanobacteriales	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ML615J-28	0	0	0	0	0	2	408	0	103	0	5	37	389	0	0	68	3	0	0	4	0	1	0	0	0	0	68	0	220	0	3	0	0	68	0	0	0	0	3	0	0	0	0	1	709	148	0	0	19	35	7	174	0	0	0	0	0	0	0	5	0	1	84	7	0	0	29	0	0	89	11	0	6	0	0	0	1	17	0	2	0	0	0	35	2	145	0	0	0	4	0	0	0	2	1293	4	0	135	38	0	5	1	0	0	0	0	0	0	0	0	3	0	1	0	291	0	0	0	0	0	0	1	0	0	0	0	0	11	25	0	1	7	26	0	132	1	134	0	0	0	14	28	5	0	0	0	0	0	0	0	3	0	2	0	0	0	3	0	11	466	0	7	0	59	1	5	0	0	0	1	0	2	2	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696	1	0	1992	7	0	95	0	0	44	0	0	0	0	0	363	730	0	0	0	0	0	0	0
Mycoplasmatales	0	0	0	0	0	0	0	0	0	3	5	5	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Myxococcales	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseriales	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Oceanospirillales	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pasteurellales	0	0	4	0	0	0	1	0	3	6	1	2	3	0	0	18	51	3	3	0	18	11	0	0	3	5	1	42	1	0	24	0	0	1	0	44	0	57	0	0	0	284	0	0	0	0	0	3	19	1	2	0	0	0	0	0	620	0	0	4	0	0	0	15	0	0	9	2	0	3	2	46	1	0	5	0	0	0	14	8	110	3	0	14	0	3	12	0	0	233	0	1	0	3	2	4	7	11	2	0	0	19	0	2	12	75	0	0	0	48	7	0	4	0	0	2	0	18	0	0	4	106	128	0	1	1	1	7	0	0	0	0	0	0	0	0	0	7	0	0	17	17	319	0	11	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	24	0	4	0	0	0	0	0	0	48	17	0	0	0	0	564	0	10	0	0	0	8	18	32	0	3	0	1	0	5	0	432	0	0	0	0	1	3	0	10	0	0	0	0	5	0	2	125	0	0	7	4	0	0	51	0	1	0	0	1	2	125	0	0	0	0	14	0	0	0	0	0	2	0	17	0	0	0	0	0
Pseudomonadales	5	9	46	54	8	65	170	4	45	249	259	443	161	171	39	25	85	6	13	18	14	58	46	0	46	29	30	18	0	2308	55	0	5	7	70	0	2	5	0	147	3	2	0	2	0	4	0	19	3	0	0	0	0	0	407	15232	4	0	20	6	0	20	0	1	10	0	3	36	7	6	12	31	0	1	4	0	4	25	8	0	0	889	0	0	27484	0	3	0	2	9	0	0	8	0	1	2	0	37	0	1	1	0	9	13	0	10	0	0	0	1	5	0	9	0	2	3	0	1	0	0	8	161	35	1	3	1	0	1	2	3	0	5	3	5	1	0	171	23	14	29	8	2	19	0	0	8	5	0	0	3	0	87	0	3	0	0	0	25	4	0	8	1	10	9	0	1	8	495	2	0	0	0	2	257	1	0	11	48	1433	0	7	2193	11	0	0	5	3	11	5	0	624	67	5	114	0	4	0	1871	0	0	0	114	8	1502	6	64	6	3	7	0	3	1	1	40	78	123	0	68	0	0	0	1	0	0	15	0	11	262	0	2284	0	2	5	0	0	0	0	0	0	0
RF32	0	1	0	0	0	4	0	0	3266	131	0	2	39	0	0	3309	0	1	0	0	0	38	2	26	0	0	104	0	197	1	0	0	0	0	0	418	1	0	1	1	0	0	0	0	0	0	0	0	0	325	0	0	0	2	0	15	0	0	0	0	0	1	0	2	0	0	311	0	1792	2311	390	223	14	0	1	0	0	10	0	0	225	2	0	0	0	29	0	0	1	0	1	0	55	0	0	0	1	737	1223	0	2710	0	0	1157	324	250	1	1	3	1	0	0	0	0	23	0	0	0	0	0	0	3	1	0	0	0	1	177	252	1	0	27	9	0	147	0	88	0	0	0	506	967	7	0	10	0	0	1	0	0	0	0	0	0	0	16	0	1	56	111	0	0	0	500	2	1	0	1	7	0	0	42	492	0	0	7	3	0	0	1	0	1	0	0	0	0	0	879	0	279	0	0	1	74	0	9	60	2	5	0	0	0	0	36	0	0	0	0	0	0	0	0	2	1	2	1	95	9	0	0	0	0	0	0	0	2	538	1	0	0	0	0	22	0	0	0	0	0	0	0
RF39	0	0	0	2	4	4	2075	0	3	84	0	5	0	1	0	183	6	1	0	0	1	69	0	0	0	0	492	0	0	3	0	0	0	217	0	0	0	2	0	1	0	0	1	9	1187	0	0	0	0	181	0	15	2	0	0	0	2	62	0	0	0	0	0	728	0	0	413	0	2	0	0	0	2841	0	0	0	0	614	0	0	0	0	0	799	0	396	0	0	18	0	0	0	0	0	4816	1	0	123	0	0	2	3	0	0	0	0	0	0	0	0	1	0	664	0	20	1	0	0	0	2	0	0	0	0	0	0	0	71	0	1	0	255	14	0	0	0	2	42	0	0	545	637	104	0	0	0	0	0	20	0	0	0	2	0	21	8	0	2	64	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0	0	0	0	1	1	0	1230	178	0	280	0	0	15	0	0	0	3	0	10	141	0	0	0	0	2	0	0
Rhizobiales	5	1	1	8	9	2	8	2	3	1	3	31	2	2	1	2	8	3	36	0	0	10	1	8	14	1	7	2	24	0	0	0	0	0	0	0	0	2	0	16	0	0	2	2	0	13	0	0	0	2	0	0	0	0	0	1	0	0	7	0	0	2	0	3	0	4	4	0	11	0	3	3	1	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0	3	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	7	8	0	3	2	0	0	1	1	0	0	3	0	0	2	17	0	4	4	0	0	6	0	0	9	3	0	6	0	0	2	0	0	8	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	3	5	0	1	13	2	0	0	0	0	1	0	0	0	0	0	15	10	6	5	0	0	0	0	0	0	1	0	2	2	4	2	0	0	0	0	0	2	0	0	8	2	2	1	0	0	0	1	0	0	5	0	4	18	0	0	3	0	0	0	3	0	0	0	0	0
Rhodospirillales	0	0	0	0	0	1	1	0	0	1	5	2	4	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0	10	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SHA-98	0	0	0	0	0	0	25	0	16	5	18	1	10	0	0	28	0	0	0	6	0	4	0	0	0	0	20	0	67	6	0	0	0	67	0	49	0	0	0	0	0	1	0	5	30	95	0	0	1	5	1	8	0	0	0	0	0	2	0	43	0	0	13	14	0	0	15	0	56	62	68	2	76	0	0	0	0	7	0	0	9	1	0	3	0	12	0	2	0	0	0	8	0	1	106	0	2	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0	17	0	0	6	0	0	0	7	0	0	0	0	0	1	5	0	0	6	18	0	2	0	10	1	0	0	12	13	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	4	1	4	0	0	0	0	4	8	0	0	10	0	5	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	24	0	0	59	1	2	0	0	2	1	0	0	0	2	0	0	5	0	0	0	1	0	0	0
Sphingobacteriales	0	0	0	0	0	0	0	0	0	19	14	0	0	6	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Sphingomonadales	0	0	2	0	13	1	2	5	0	1	8	16	3	1	0	1	3	0	7	0	0	6	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	1	7	0	0	0	0	2	4	0	12	1	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	2	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	1	0	9	0	0	0	2	0	0	1	0	0	0	0	0
Spirochaetales	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Streptophyta	2	0	1	33	43	64	3	4	5	1	1	9	1	0	1	0	1	4	0	3	0	2	0	15	0	2	0	4	20	0	2	2	3	3	0	4	0	18	1	0	0	0	0	10	3	4	0	4	121	1	0	0	0	0	0	0	32	0	0	94	0	0	0	1766	1	0	24	0	56	1	15	1	0	0	0	8	1	3	101	2	16	0	8	7	0	6	1	0	38	1	7	0	0	0	0	8	1	0	15	43	4	18	1	0	0	0	0	3	2	24	42	0	0	0	1	186	14	8	0	0	0	0	0	0	0	2	0	1	9	6	0	0	12	0	0	5	0	0	1	0	3	1	155	0	0	16	0	0	54	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	65	0	25	0	1	49	0	0	8	1	0	0	19	1	0	0	0	7	0	0	2	1	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	1	10	0	0	1	2	0	0	0	4	4	0	6	0	10	0	2	2	15	0	0	0	0	0	0
Synergistales	0	0	0	0	48	0	0	1	30	0	0	13	35	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	189	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	647	0	0	15	0	0	1	0	1	0	0	0	0	0	0	0	3	1032	0	0	0	0	0	2	0	0	0	10	0	0	0	0	2	0	1	0	0	0	0	0	31	0	0	0	5	0	0	2	0	0	3	0	1	0	0	6	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	3	4	0	0	2	0	0	0	0	25	1	0	0	2	6	13	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	403	0	0	56	0	0	0	35	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26	0	0	0	2	8	0	3	0	18	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0
Syntrophobacterales	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermales	0	13	3	231	0	153	839	32	265	932	1485	1792	505	791	99	124	36	2	126	118	17	276	144	25	223	109	200	91	3	2	269	0	4	0	4	0	4	1	0	687	12	0	0	0	0	0	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	64	0	5	0	13	3	9	175	2	1	18	0	10	19	7	0	0	13	0	0	4	1	0	0	2	0	0	0	12	0	0	7	0	53	0	0	42	0	76	52	0	11	4	2	0	0	0	2	2	11	24	2	0	1	0	0	16	668	96	7	4	23	0	5	0	1	0	10	0	0	9	0	636	0	5	5	0	3	0	0	0	1	17	5	3	0	0	201	0	25	0	0	0	87	11	0	18	0	4	26	0	2	22	0	0	0	1	0	6	0	4	2	1	88	9	1	23	0	82	0	6	0	3	55	4	0	1000	206	0	84	1	32	0	192	0	0	1	4	11	2	42	88	6	4	0	0	5	27	0	0	207	92	0	349	0	0	4	0	0	0	32	0	104	1005	3	3	0	20	0	1	2	0	0	0	0	0
Turicibacterales	5	0	2	3	3	36	158	85	0	4	6	4	6	0	6	19	3	8	0	16	5	37	1	0	8	0	3	25	0	1126	2	0	0	30	0	2	0	0	0	0	0	31	0	1	35	37	0	0	78	5	1	46	0	0	0	0	39	0	4	2	0	63	16	729	3	0	175	0	0	0	10	0	51	6	0	1	1	0	5	87	0	186	0	189	0	5	869	0	12	2	1	0	1	3	18	2	0	29	0	0	3	0	5	2	8	27	3	1	0	9	90	3	1	0	0	0	0	17	0	0	0	3	0	0	0	3	7	6	0	1	0	1	0	2	4	0	0	4	269	0	55	38	3	2	3904	45	0	0	10	13	0	0	0	0	3	16	2	1	11	0	14	4	0	5	0	1	1	104	4	3	10	0	1	0	0	66	25	0	0	8	0	0	0	22	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	1	45	0	0	1	0	0	0	0	6	0	0	0	0	0	2	0	25	45	0	2	0	0	0	0	3	0	572	0	0	3	0	0	0	0	0	0	0
