MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	83.688954541848	1.03752720965791e-37	0.999814216865187
MDS2	4.38873900070814	4.71227583020317e-25	0.999814216865187
MDS3	2.14109618920211	0.00813225510799519	0.999814216865187
MDS4	1.62286109386774	0.942494564096164	0.999814216865187
MDS5	1.22321622813118	0.942494564096164	0.999814216865187
MDS6	1.19419708831731	0.41891954433299	0.999814216865187
MDS7	0.844378662868063	0.942494564096164	0.250660457043943
MDS8	0.769004228750164	0.942494564096164	0.999814216865187
MDS9	0.65601667017277	0.942494564096164	0.999814216865187
MDS10	0.642462643582134	0.734706869375497	0.999814216865187
MDS11	0.53484428700036	0.942494564096164	0.0811140375230354
MDS12	0.471797715543892	0.942494564096164	0.999814216865187
MDS13	0.3437621290601	0.942494564096164	0.999814216865187
MDS14	0.299347569096431	0.942494564096164	0.999814216865187
MDS15	0.220874218129814	0.41891954433299	0.868080918374495
MDS16	0.189229337006827	0.942494564096164	0.999814216865187
MDS17	0.133203250460457	0.942494564096164	0.999814216865187
MDS18	0.121457748759046	0.942494564096164	0.789752107484694
MDS19	0.101678391175996	0.942494564096164	0.469459010996765
MDS20	0.086388716719251	0.97912394281314	0.0811140375230354
MDS21	0.0784374183924283	0.942494564096164	0.999814216865187
MDS22	0.0555875932463886	0.942494564096164	0.999814216865187
MDS23	0.0364660120196484	0.942494564096164	0.999814216865187
MDS24	0.0332541064299441	0.942494564096164	0.999814216865187
MDS25	0.02580959764429	0.942494564096164	0.999814216865187
MDS26	0.0204435366178346	0.942494564096164	0.287188578794464
MDS27	0.0172424757961445	0.942494564096164	0.999814216865187
MDS28	0.0137601572397899	0.942494564096164	0.999814216865187
MDS29	0.00991254321645897	0.942494564096164	0.721278730367873
MDS30	0.00923770601939194	0.942494564096164	0.469459010996765
MDS31	0.006814302141843	0.942494564096164	0.287188578794464
MDS32	0.00542154624413755	0.942494564096164	0.999814216865187
MDS33	0.004128760218513	0.942494564096164	0.638191704611234
MDS34	0.00314476324531197	0.942494564096164	0.999814216865187
MDS35	0.00276726017264669	0.942494564096164	0.999814216865187
MDS36	0.00248594596925566	0.942494564096164	0.721278730367873
MDS37	0.00157656498619853	0.942494564096164	0.472256593458224
