Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	41.4359131871359	5.21636148456786e-23	0.424727372910015	1.30051403173223e-11
MDS2	9.74986362670263	1.2663625551794e-11	0.342695361482843	4.19542777485196e-14
MDS3	5.88259790112709	3.56453973646101e-11	0.917703890171331	2.19082801221519e-05
MDS4	4.74212841804686	0.00148856254650065	0.139849030535842	7.88754107761659e-07
MDS5	3.21855707715525	0.0462647371571788	0.997557054239316	0.000103599210500672
MDS6	2.98666655091043	0.00438732466001482	0.780764303597243	4.22189267078772e-11
MDS7	2.28349199251342	0.221119085805289	0.660179667161506	5.39083619217598e-10
MDS8	1.82985998785007	0.549725829990759	0.216271976979516	4.71715084648174e-13
