MDS Axis	% variation explained	Origin adj p-value	Participant adj p-value
MDS1	43.9379303785191	4.90872507117706e-33	9.08351703252446e-13
MDS2	19.3222382495298	4.02217451822333e-09	2.66949192792534e-08
MDS3	9.16903366648054	0.00754821523560264	9.08351703252446e-13
MDS4	5.33963214662845	6.33712313730693e-11	0.0720460768813016
MDS5	3.6541084652002	0.276212421572685	0.0720460768813016
MDS6	2.83165269332707	0.0440713170554173	0.0376016081645991
MDS7	2.42679399849212	0.267591471042253	0.0179414873612274
MDS8	2.02402939252348	0.10594883033472	0.0328350031406475
