Taxa	stoolMeans	swabMeans	Origin p-value	Time p-value	Individual p-value	Origin (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Eubacteriaceae	3.71465086039377	3.58744975615349	0.00258814010850198	0.763388887690699	9.31943405940771e-12	0.00835263398652912	0.995857274859317	2.13445102650951e-11
Spirochaetaceae	0.296989659794876	0.540736618170237	0.000136581816673046	0.259454302864331	2.58787532870002e-15	0.000510384683357173	0.995857274859317	7.98865862337833e-15
Beijerinckiaceae	0.58815204261809	0.513942778308935	0.260708765632136	0.00632456434419437	1.3395053130328e-05	0.500278982699505	0.4490440684378	2.16147448239384e-05
Comamonadaceae	0.835701903007996	0.838409389961224	0.999606610559626	0.822364555927591	8.9800008651892e-43	0.999606610559626	0.995857274859317	3.18790030714217e-41
Cyclobacteriaceae	0.411967625221809	0.264806515677909	0.0501963837844529	0.288320594878046	3.96353129054951e-39	0.114965911248263	0.995857274859317	9.38035738763384e-38
Bifidobacteriaceae	0.418041774516201	0.272828984625463	0.0113238420980984	0.823129445488851	9.92159278300516e-10	0.0309227995755765	0.995857274859317	1.80623868613684e-09
Acholeplasmataceae	0.800999617070096	0.7224079419221	0.659649795309914	0.61717982136143	2.28912170329942e-31	0.900675682057767	0.995857274859317	2.70879401557098e-30
Prevotellaceae	2.60451914262238	3.11124556734459	2.0973709406355e-06	0.472154628839126	4.94271309929723e-27	9.30708354907001e-06	0.995857274859317	2.92443858375086e-26
Porphyromonadaceae	3.61571464813465	3.61751650086166	0.999366456054414	0.738327721062475	1.62473244126316e-22	0.999606610559626	0.995857274859317	7.20975020810526e-22
Lachnospiraceae	4.29972959689574	4.27396186616507	0.46575561722318	0.0331083502079758	0.022520105692507	0.769038344717343	0.783564288255427	0.0266487917361333
Lactobacillaceae	1.30069408884435	1.25085919417628	0.797503135216494	0.452318607468434	1.53922163778038e-09	0.999606610559626	0.995857274859317	2.66548137274163e-09
Alcaligenaceae	0.156975889040043	0.148447123801881	0.957114840492301	0.921927457235597	0.00111604050839862	0.999606610559626	0.995857274859317	0.0015238245403135
Micrococcaceae	0.435178996386882	0.602789925296755	0.0235476072485413	0.989461681996441	0.0010917913169426	0.0619214857276455	0.995857274859317	0.00151994477456715
Actinomycetaceae	0.204980878366164	0.874022760019647	1.49244408721552e-19	0.783397023882397	0.0232999086896398	1.51376471703288e-18	0.995857274859317	0.0271195658518758
Staphylococcaceae	0.245066137286005	0.310606847599212	0.255922802489278	0.69085666186962	0.0032034986765029	0.500278982699505	0.995857274859317	0.00392152424192597
Desulfurobacteriaceae	0.201650203650079	0.0754960061457844	8.1669649148947e-07	0.417139351639529	0.00531092896788483	4.14181792112517e-06	0.995857274859317	0.00639111791050548
Acidobacteriaceae	0.235676110121705	0.149415563101498	0.0381896227372815	0.964089527004136	8.0574271155608e-31	0.0903821071448996	0.995857274859317	8.17253321721167e-30
Coxiellaceae	0.395307730026021	0.436354841233688	0.886357614815172	0.995857274859317	1.6861909496839e-53	0.999606610559626	0.995857274859317	1.19719557427557e-51
Burkholderiaceae	0.626062359912691	0.749339490431022	0.181866528381805	0.169942297354284	7.29414034643117e-10	0.368929243288803	0.995857274859317	1.39968639080166e-09
Methylobacteriaceae	0.552994151647525	0.444132246388137	0.142166632844499	0.426942707537823	9.1934448106818e-10	0.296877380351748	0.995857274859317	1.71772258304844e-09
Nocardiopsaceae	0.194263099542836	0.168317102396525	0.629623937881465	0.642366472720699	0.117423542904612	0.896073001451844	0.995857274859317	0.130266742909804
Rhodobacteraceae	0.587437080113089	0.620996180173211	0.923384211015238	0.38877596995519	7.85821979692419e-26	0.999606610559626	0.995857274859317	3.9852400398687e-25
Peptostreptococcaceae	2.46490096873335	2.5243176046072	0.586302450452862	0.366489697018461	1.72485307295591e-11	0.885690935790494	0.995857274859317	3.82701775562092e-11
Caldilineaceae	0.243347143546335	0.134849230776117	0.00663144354098218	0.605810679919981	0.000237778364696993	0.0188332996563894	0.995857274859317	0.000351713831114302
Geodermatophilaceae	0.169267966680119	0.154432342561996	0.819560300033144	0.3618133069378	0.680033318361305	0.999606610559626	0.995857274859317	0.689748080052181
Rhodospirillaceae	0.254403329324474	0.248096929613384	0.983704594676284	0.78932482463379	6.83457057457003e-05	0.999606610559626	0.995857274859317	0.000107834335732105
Segniliparaceae	0.0402420337630765	0.686818110467169	2.35824696905235e-22	0.382491269145761	0.171131314563128	2.79059224671195e-21	0.995857274859317	0.186928051292032
Bacillaceae	2.28296127855447	3.44452256205716	2.7930519619535e-46	0.492015812770385	0.0012927440409969	9.91533446493491e-45	0.995857274859317	0.00169971901686629
Listeriaceae	0.188522850114075	0.226194473856817	0.479505857322427	0.0918814126173615	0.070789730429589	0.773748087952099	0.995857274859317	0.079778902547632
Veillonellaceae	1.67431395043791	1.66014916820286	0.987009010713886	0.365436077939252	1.11498540891424e-19	0.999606610559626	0.995857274859317	4.16652442278479e-19
Coriobacteriaceae	2.90822249526687	2.6200075214102	1.5133189728484e-07	0.712992601529547	0.00216764590396539	9.76778609747604e-07	0.995857274859317	0.00270005016107969
Erysipelotrichaceae	1.28064240997276	1.40510273154432	0.368538555548814	0.889996202449617	2.89538602691726e-27	0.670929165229893	0.995857274859317	1.86884007191932e-26
Corynebacteriaceae	0.319539876571151	1.55425142726525	6.64737330608002e-40	0.968099784256339	0.00197258210930582	1.57321168243894e-38	0.995857274859317	0.00250095231715559
Ruminococcaceae	3.94012575441614	3.89926154186684	0.690825110675344	0.786241311301979	1.48145297810482e-30	0.925444959583952	0.995857274859317	1.31478951806803e-29
Flavobacteriaceae	2.44981757923063	2.07073663258558	2.54751646971484e-06	0.0758334806768576	5.21549189599743e-17	1.06396276088091e-05	0.995857274859317	1.68318147552644e-16
Fibrobacteraceae	0.95511995192608	0.862729066927008	0.404117103802175	0.141107414016745	1.36481195907761e-18	0.69184355301557	0.995857274859317	4.84508245472552e-18
Geobacteraceae	2.33337861994204	2.02919483873792	3.10220676175919e-07	0.663321669317315	3.07378634225704e-12	1.69428215449925e-06	0.995857274859317	7.52547690690517e-12
Rikenellaceae	3.02278160843026	2.62776008255564	2.22468471066343e-07	0.790955317266592	1.62294875064947e-21	1.31627178714253e-06	0.995857274859317	6.40163118311734e-21
Peptococcaceae	1.33866892999682	1.17663097635711	0.0282092934294636	0.424518983918768	1.23071131536471e-08	0.0715307083389971	0.995857274859317	2.0321047300208e-08
Mycoplasmataceae	0.200010712640198	0.158265941170451	0.395684823128753	0.42237526198562	0.518852948526223	0.69184355301557	0.995857274859317	0.533892164425533
Streptococcaceae	2.79599678725287	2.83627309714176	0.842193678066813	0.962717504838227	3.54385407305758e-12	0.999606610559626	0.995857274859317	8.38712130623626e-12
Saprospiraceae	0.421826484226809	0.406251472487785	0.968688943847282	0.980773449373732	4.77958115991069e-32	0.999606610559626	0.995857274859317	6.78700524707318e-31
Blattabacteriaceae	0.545484295589389	0.487416861545628	0.622797696030582	0.227653819607204	8.62589585583601e-15	0.896073001451844	0.995857274859317	2.44975442305743e-14
Propionibacteriaceae	0.229664293261542	0.337117324008079	0.0300265839757923	0.103372748870999	0.000149865863695713	0.073513360768319	0.995857274859317	0.000226393113242459
Dehalococcoidaceae	0.151055914916945	0.142791542221236	0.950747240759277	0.8963036653066	0.00129111947474515	0.999606610559626	0.995857274859317	0.00169971901686629
Beutenbergiaceae	0.185907273868325	0.168316726780917	0.788552154511553	0.834981642672724	0.893470814538192	0.999606610559626	0.995857274859317	0.893470814538192
Leptotrichiaceae	0.293784059070069	0.364040640862263	0.631037324966087	0.126410340369476	4.49741421460606e-29	0.896073001451844	0.995857274859317	3.54796010263367e-28
Moraxellaceae	0.0716078675238766	0.98460960902478	6.17723118983248e-38	0.385678869182902	0.184510820569825	1.09645853619527e-36	0.995857274859317	0.198488913037236
Syntrophomonadaceae	0.684546187897209	0.771567349875	0.409259566572591	0.863537745822069	6.11090897740055e-14	0.69184355301557	0.995857274859317	1.66874822075169e-13
Campylobacteraceae	0.463643761398665	1.50190623760268	6.13458938542516e-28	0.267928875879714	9.27694089082902e-05	8.71111692730373e-27	0.995857274859317	0.000143187565923665
