Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)	rsquared marginal	rsquared conditional
Brachyspira	0.360190638165275	0.33	0.510144422747077	0.408	0.050066526876103	0.2	3e-06	0.0954	0.00224	6.82e-05	0.21	0.0163	7.88059701492537e-06	0.44944	0.0064172972972973	0.0002809	0.936061538461538	0.0233486486486486	0.16	0.331
Nocardia	0.142850306559153	0.223	0.156738667411078	0.285	0	0	8.67e-05	0.955	0.0516	0.0709	0.363	0.000248	0.000163268085106383	1	0.0798481751824818	0.103531506849315	0.936061538461538	0.000618541176470588	0.121	0.37
Porphyromonas	0.905398760137437	0.413	1.76512254462279	0.889	0.372031420051182	0.477	6.4e-16	4.55e-11	0.00118	6.4e-13	0.709	0.000471	5.632e-14	1.60766666666667e-09	0.00373373134328358	7.14105263157895e-12	0.96738947368421	0.00099852	0.378	0.526
Pusillimonas	0.14322008097268	0.228	0.152919520523518	0.334	0	0	0.000167	0.981	0.0746	0.111	0.628	2.95e-05	0.000291009900990099	1	0.102033548387097	0.148936708860759	0.937414965986395	9.92698412698413e-05	0.107	0.37
Caldicellulosiruptor	0.644194285132242	0.294	0.806055646159488	0.357	0.954991596199712	0.41	0.000647	0.0526	0.00136	0.306	0.639	0.982	0.000998877192982456	0.293452631578947	0.00417855072463768	0.366508474576271	0.937414965986395	0.991352380952381	0.102	0.104
Parabacteroides	2.98135860021355	0.638	2.60520532051748	0.927	0.823392416187959	0.602	<2e-16	0.0357	1.12e-14	7.99e-13	0.943	5.82e-11	NA	0.251664516129032	1.484e-13	8.4694e-12	0.991746341463415	1.76262857142857e-09	0.542	0.79
Marinobacter	0.10943174056843	0.189	0.172787932465397	0.299	0	0	0.00769	0.325	0.123	0.0226	0.38	0.164	0.00939888888888889	0.894805194805195	0.154295857988166	0.0449757009345794	0.936061538461538	0.184936170212766	0.069	0.157
Coprococcus	2.15691130211533	0.566	2.21890821834406	0.699	0.23931501804501	0.514	<2e-16	0.876	4.55e-15	2.32e-14	0.73	0.00151	NA	1	6.89e-14	3.97811764705882e-13	0.96738947368421	0.00266766666666667	0.552	0.705
Anaeromyxobacter	0.284377831616103	0.314	0.344627946246208	0.403	0	0	2.83e-08	0.649	0.00322	0.00203	0.371	2.41e-05	1.34616216216216e-07	1	0.0089821052631579	0.00597722222222222	0.936061538461538	8.51533333333333e-05	0.202	0.469
Shigella	0.285933055375064	0.507	0.726270256033805	0.809	0.505521896182155	0.415	0.00322	0.00117	0.325	0.431	0.0748	8.57e-07	0.00429333333333333	0.0145905882352941	0.364550264550265	0.475895833333333	0.79288	4.6585641025641e-06	0.075	0.421
Leadbetterella	0.194677453942242	0.293	0.17288064065829	0.308	0.0501713787930516	0.201	0.00402	0.933	0.153	0.365	0.404	0.000276	0.00524088888888889	1	0.185348571428571	0.416021505376344	0.936061538461538	0.000664909090909091	0.076	0.322
Atopobium	0.267421017592381	0.279	0.328541945050741	0.465	0	0	2e-04	0.63	0.005	0.0028	0.667	0.0941	0.000341747572815534	1	0.01325	0.00791466666666667	0.955432432432432	0.112074157303371	0.112	0.226
Yersinia	0.16382783566814	0.245	0.262749707462907	0.391	0.412887204266554	0.474	0.0237	0.299	0.00945	0.273	0.592	0.423	0.0264	0.845173333333333	0.02086875	0.33072	0.937414965986395	0.443940594059406	0.055	0.106
Deinococcus	0.420812958237833	0.366	0.458782050934476	0.414	0	0	1.09e-14	0.873	7.19e-05	0.00021	0.867	6.28e-09	2.74057142857143e-13	1	0.000298878431372549	0.000795	0.96738947368421	7.74977777777778e-08	0.307	0.659
Cronobacter	0.230436522474475	0.349	0.231749232939585	0.35	0.0501713787930516	0.201	0.000854	1	0.121	0.203	0.569	0.00137	0.00124218181818182	1	0.154295857988166	0.259253012048193	0.936061538461538	0.00250379310344828	0.086	0.394
Acinetobacter	0.510099680069362	0.541	1.59081913234423	0.756	0.498631210372763	0.453	1.9e-13	4.42e-14	0.997	3.27e-08	0.0237	0.0648	3.00666666666667e-12	2.3426e-12	0.997	2.23625806451613e-07	0.776246153846154	0.0816639053254438	0.363	0.456
Dyadobacter	0.120536725347518	0.219	0.102964646828832	0.281	0.0351516110313809	0.141	0.0599	0.93	0.342	0.604	0.452	0.00528	0.0638933333333333	1	0.379602094240838	0.643457286432161	0.936061538461538	0.00801057142857143	0.042	0.224
Pantoea	0.127111194086175	0.218	0.300793118298834	0.425	0.073986668204758	0.216	0.000246	0.00898	0.747	0.0227	0.497	0.000681	0.000416307692307692	0.0865345454545455	0.780118226600985	0.0449757009345794	0.936061538461538	0.00133677777777778	0.094	0.331
Dehalococcoides	0.187083817495215	0.275	0.270642235555227	0.426	0	0	0.00205	0.39	0.0541	0.0118	0.421	0.000413	0.00284094488188976	0.972705882352941	0.0819228571428571	0.0260583333333333	0.936061538461538	0.000899918367346939	0.075	0.315
Mycoplasma	0.959966804299537	0.356	1.34462144346593	0.445	2.03336310489111	0.227	<2e-16	7.14e-06	1.97e-14	4.44e-08	0.992	0.313	NA	0.000137607272727273	2.32022222222222e-13	2.85236363636364e-07	0.996	0.336832487309645	0.517	0.564
Pelodictyon	0.13075850087404	0.23	0.110396540026848	0.249	0	0	0.000378	0.904	0.0773	0.255	0.65	0.00313	0.0006048	1	0.104255696202532	0.310689655172414	0.937414965986395	0.00498917293233083	0.108	0.315
Pseudoxanthomonas	0.163729510199669	0.266	0.104554853597638	0.227	0	0	0.000679	0.498	0.0376	0.363	0.812	0.017	0.00103020689655172	1	0.0617922480620155	0.415978378378378	0.96738947368421	0.0240266666666667	0.102	0.274
Chlorobaculum	0.207510885802544	0.27	0.100915659017186	0.249	0	0	5.98e-08	0.12	0.00723	0.407	0.22	1.1e-05	2.464e-07	0.489230769230769	0.0166834782608696	0.458957446808511	0.936061538461538	4.48e-05	0.212	0.491
Gordonibacter	1.24827281830841	0.608	1.02248920548241	0.587	0.113636970421404	0.332	<2e-16	0.163	5.54e-11	4.27e-06	0.00773	3.46e-09	NA	0.566491803278689	3.5590303030303e-10	2.05736363636364e-05	0.734933333333333	4.5845e-08	0.441	0.749
Erwinia	0.327144524675061	0.301	0.340235645617035	0.399	0	0	2.38e-05	0.978	0.000352	0.00158	0.317	0.151	4.94870588235294e-05	1	0.00124373333333333	0.00485449275362319	0.936061538461538	0.173037837837838	0.147	0.243
Bordetella	0.208135772072148	0.263	0.142224280767082	0.261	0.0501713787930516	0.201	1.61e-06	0.457	0.0624	0.491	0.952	1.12e-05	4.86237288135593e-06	1	0.0918666666666667	0.531081632653061	0.991746341463415	4.48e-05	0.165	0.471
Enterococcus	1.40474110301309	0.456	1.28795162148239	0.594	0.101645072477406	0.278	<2e-16	0.482	2.83e-14	1.24e-12	0.607	2.04e-08	NA	1	2.83895652173913e-13	1.19490909090909e-11	0.937414965986395	1.96581818181818e-07	0.512	0.771
Azoarcus	0.155126935845418	0.25	0.121389529965234	0.244	0	0	3.9e-06	0.782	0.0417	0.231	0.631	0.000301	1.00941176470588e-05	1	0.0664691729323308	0.287625730994152	0.937414965986395	0.000693608695652174	0.162	0.408
Mycobacterium	0.654366935033507	0.294	0.674921554742185	0.34	0.390042960750904	0.446	0.000672	0.953	0.00809	0.0155	0.46	0.0547	0.00102845217391304	1	0.0180534736842105	0.0331919191919192	0.936061538461538	0.0702812121212121	0.102	0.216
Rhodopseudomonas	0.265301458816988	0.335	0.321898498892007	0.326	0.286656373074064	0.36	0.271	0.711	0.97	0.94	0.162	0.00726	0.275699421965318	1	0.974597156398104	0.958076923076923	0.90378947368421	0.0106146206896552	0.027	0.238
Anoxybacillus	0.610776331778268	0.512	1.63335140443655	0.625	0.717782129330831	0.509	2.05e-13	3.73e-14	0.738	6.23e-07	0.236	0.755	3.00666666666667e-12	2.3426e-12	0.774534653465347	3.47568421052632e-06	0.936061538461538	0.773236714975845	0.37	0.387
Megamonas	0.162261398192784	0.418	0.322394944717388	0.559	0	0	0.0337	0.192	0.341	0.0463	0.809	9.58e-12	0.036839751552795	0.626215384615385	0.379602094240838	0.0785248	0.96738947368421	4.41666666666667e-10	0.028	0.515
Roseburia	2.77742794821925	0.584	2.52731054348609	0.668	0.564450502496776	0.668	<2e-16	0.14	1.67e-15	2.8e-14	0.594	0.0289	NA	0.524421052631579	3.5404e-14	3.97811764705882e-13	0.937414965986395	0.039274358974359	0.599	0.685
Rhizobium	0.263904882054366	0.301	0.323754548869505	0.332	0	0	2.64e-08	0.605	0.00293	0.00158	0.548	0.000268	1.32754285714286e-07	1	0.00828213333333333	0.00485449275362319	0.936061538461538	0.000653057471264368	0.202	0.475
Asticcacaulis	0.117321954006887	0.218	0.0856237111414911	0.183	0	0	0.00824	0.739	0.0777	0.36	0.304	0.0625	0.0100016551724138	1	0.104255696202532	0.414782608695652	0.936061538461538	0.0793413173652695	0.073	0.213
Desulfitobacterium	0.294630719157806	0.307	0.433600963517834	0.4	0	0	2.07e-09	0.0977	0.00178	5.56e-05	0.683	0.000226	1.34933333333333e-08	0.449959183673469	0.00524111111111111	0.000235744	0.958913907284768	0.000570380952380952	0.223	0.471
Cellulomonas	0.164835284399134	0.265	0.152291218752761	0.256	0	0	3.82e-05	0.97	0.0405	0.129	0.996	0.000268	7.64e-05	1	0.0650454545454545	0.170925	0.996	0.000653057471264368	0.13	0.369
Spirochaeta	0.214310595731702	0.315	0.250822521579833	0.333	0	0	2.68e-06	0.839	0.0251	0.024	0.35	0.000218	7.25661538461539e-06	1	0.0454803418803419	0.0471111111111111	0.936061538461538	0.000556819277108434	0.159	0.405
Ruminococcus	2.66606562109082	0.505	2.70109015494868	0.747	0.595780318188437	0.665	<2e-16	0.957	1.67e-15	8.77e-15	0.995	0.000667	NA	1	3.5404e-14	3.71848e-13	0.996	0.00132153271028037	0.611	0.738
Pelotomaculum	0.120247737721036	0.229	0.143166665172697	0.229	0	0	0.0128	0.874	0.101	0.0908	0.18	0.112	0.0147241830065359	1	0.129769696969697	0.125548051948052	0.934727272727273	0.130461538461538	0.07	0.175
Desulfurispirillum	0.101668369992943	0.201	0.230455378442459	0.288	0	0	5.95e-06	0.0127	0.171	0.00168	0.0534	0.000616	1.496e-05	0.117060869565217	0.204813559322034	0.005088	0.79288	0.00124	0.153	0.359
Clostridium	1.40932188121022	0.384	1.37983265759065	0.478	0.156103590445103	0.373	<2e-16	0.937	8.55e-15	3.11e-14	0.0839	0.00398	NA	1	1.2084e-13	3.97811764705882e-13	0.799416666666667	0.00625007407407407	0.564	0.684
Lawsonia	0.446811855387233	0.306	0.785913919094168	0.405	1.2391075712558	0.178	3.95e-13	5.65e-06	3.08e-14	3.57e-05	0.772	0.0028	5.34769230769231e-12	0.00011978	2.83895652173913e-13	0.000154457142857143	0.96738947368421	0.00453129770992366	0.362	0.504
Rhodococcus	0.233444833932178	0.296	0.228554631762204	0.37	0	0	3.09e-08	0.997	0.0112	0.0399	0.381	2.39e-06	1.43115789473684e-07	1	0.023744	0.07049	0.936061538461538	1.07804255319149e-05	0.202	0.504
Eggerthella	1.62083551570296	0.604	1.47500204004765	0.761	0.368539873709541	0.465	<2e-16	0.518	2.34e-11	2.27e-07	0.0379	4.84e-08	NA	1	1.6536e-10	1.33677777777778e-06	0.776246153846154	3.94646153846154e-07	0.388	0.684
Desulfovibrio	1.12547220392062	0.458	1.06647366423029	0.618	0.140268199275981	0.401	<2e-16	0.84	2.32e-11	3.91e-08	0.564	6.11e-16	NA	1	1.6536e-10	2.590375e-07	0.936061538461538	6.4766e-14	0.506	0.829
Thermoanaerobacterium	0.131071885049276	0.23	0.181176161188815	0.285	0	0	0.0152	0.567	0.0908	0.035	0.817	0.172	0.0172593548387097	1	0.117375609756098	0.0634188034188034	0.96738947368421	0.192931216931217	0.056	0.158
Thiobacillus	0.135482032833448	0.233	0.136866264581292	0.295	0	0	0.0115	1	0.0827	0.151	0.143	0.00655	0.0134933333333333	1	0.108896894409938	0.19639263803681	0.888108108108108	0.00977887323943662	0.07	0.247
Serratia	0.389653324886983	0.363	0.487711668758274	0.373	0.241605830076136	0.392	0.0305	0.431	0.299	0.0879	0.477	0.106	0.03355	1	0.338973262032086	0.122597368421053	0.936061538461538	0.124154696132597	0.048	0.179
Thermanaerovibrio	0.131884085734068	0.225	0.165524925424506	0.283	0	0	4.62e-05	0.766	0.0798	0.0533	0.155	3.53e-05	9.03466666666667e-05	1	0.105735	0.0875937984496124	0.888108108108108	0.000113387878787879	0.126	0.404
Arthrobacter	0.295870302689825	0.306	0.293977602320629	0.355	0	0	1.66e-12	1	0.00104	0.00607	0.387	1.5e-07	1.826e-11	1	0.00334060606060606	0.0155040963855422	0.936061538461538	1.06e-06	0.278	0.637
Thermaerobacter	0.231390498979977	0.272	0.246673171012921	0.368	0	0	2.21e-06	0.965	0.00718	0.0153	0.457	0.00114	6.17396825396825e-06	1	0.0166834782608696	0.0331919191919192	0.936061538461538	0.0021772972972973	0.165	0.382
Vibrio	0.362188781143592	0.296	0.437678390689013	0.39	0.118236230328426	0.267	6.42e-06	0.503	0.0129	0.00427	0.722	6.96e-05	1.59143661971831e-05	1	0.0265514563106796	0.0114587341772152	0.96738947368421	0.000193828571428571	0.134	0.413
Sorangium	0.243847907196231	0.301	0.233488973160432	0.279	0.17249757202531	0.314	0.0127	0.986	0.65	0.792	0.525	0.000344	0.0147052631578947	1	0.689	0.823058823529412	0.936061538461538	0.000767663157894737	0.06	0.312
Desulfomicrobium	0.180062418313784	0.268	0.22581947010834	0.263	0.0501713787930516	0.201	0.000449	0.69	0.156	0.0826	0.154	1.99e-05	0.000711927927927928	1	0.187909090909091	0.117524832214765	0.888108108108108	7.40140350877193e-05	0.1	0.373
Symbiobacterium	0.258318758877651	0.31	0.280184181831156	0.334	0	0	2.2e-08	0.938	0.00475	0.00924	0.975	2.74e-05	1.21e-07	1	0.0129102564102564	0.0210632258064516	0.996	9.43741935483871e-05	0.205	0.484
Desulfarculus	0.224088197510459	0.286	0.182744321639796	0.333	0.168826088002821	0.309	0.00469	0.794	0.771	0.988	0.303	1.6e-06	0.00606941176470588	1	0.801235294117647	1	0.936061538461538	7.53777777777778e-06	0.073	0.392
Heliobacterium	0.25744252103366	0.311	0.289573597746986	0.378	0	0	5.46e-07	0.878	0.00672	0.00915	0.352	7.04e-05	1.92192e-06	1	0.016007191011236	0.0210632258064516	0.936061538461538	0.000193828571428571	0.176	0.42
Bacteroides	4.16762645738808	0.422	3.95606256155749	0.584	1.97607305132634	0.534	<2e-16	0.0943	1.67e-15	1.67e-15	0.649	0.00135	NA	0.44944	3.5404e-14	1.2349e-13	0.937414965986395	0.00248869565217391	0.701	0.785
Alteromonas	4.83418137678802	0.161	4.79155687443297	0.271	5.06445323010081	0.009	<2e-16	0.512	1.52e-05	1.04e-05	0.247	6.19e-10	NA	1	7.16088888888889e-05	4.89955555555556e-05	0.936061538461538	1.31228e-08	0.349	0.671
Aggregatibacter	0.159654622769502	0.335	0.108414360641577	0.291	0	0	0.0553	0.718	0.137	0.503	0.443	0.16	0.0593463414634146	1	0.168860465116279	0.541299492385787	0.936061538461538	0.182365591397849	0.045	0.193
Azospira	0.128575579327633	0.207	0.12660931707149	0.225	0	0	0.00948	0.999	0.0481	0.111	0.608	0.0574	0.0114279452054795	1	0.0749794117647059	0.148936708860759	0.937414965986395	0.0733060240963855	0.065	0.218
Clavibacter	0.133201582192124	0.223	0.0323325898224186	0.119	0	0	8.72e-05	0.0432	0.0319	0.856	0.333	0.0294	0.000163268085106383	0.269364705882353	0.0549821138211382	0.885229268292683	0.936061538461538	0.0396993630573248	0.137	0.28
Dickeya	0.259808535201934	0.285	0.289084084862063	0.334	0.295135010301852	0.356	0.644	0.895	0.903	0.998	0.914	0.00697	0.651402298850575	1	0.915961722488038	1	0.978626262626263	0.0103202777777778	0.006	0.197
Megasphaera	0.470935845767439	0.558	0.526695482810705	0.661	0.0667594681662236	0.267	2.15e-08	0.887	0.0218	0.0255	0.415	2.43e-09	1.21e-07	1	0.0424	0.0491454545454545	0.936061538461538	3.67971428571429e-08	0.174	0.573
Adlercreutzia	1.60543179055626	0.853	1.25961482816721	0.736	0.171719934413412	0.316	<2e-16	0.107	1.35e-09	6.89e-05	0.541	1.3e-08	NA	0.45368	8.41764705882353e-09	0.0002809	0.936061538461538	1.45052631578947e-07	0.367	0.72
Kocuria	0.118044684875784	0.189	0.169428605365772	0.258	0	0	0.0025	0.432	0.0647	0.0164	0.0905	0.0965	0.00341085271317829	1	0.0939479452054794	0.034768	0.799416666666667	0.114290502793296	0.094	0.201
Hyphomicrobium	0.164149408596291	0.269	0.121464380465781	0.191	0	0	0.000575	0.687	0.0334	0.245	0.405	0.00164	0.000895575221238938	1	0.0566464	0.301976744186046	0.936061538461538	0.00287338842975207	0.105	0.316
Campylobacter	1.15007212751067	0.562	1.40508488909415	0.718	0.16361081200798	0.372	2.27e-16	0.104	1.06e-08	7.46e-10	0.381	5.67e-08	3.9952e-14	0.449959183673469	6.42057142857143e-08	6.32608e-09	0.936061538461538	4.452e-07	0.336	0.629
Thermomonospora	0.113972778005932	0.182	0.149822872636505	0.286	0	0	0.00586	0.675	0.0862	0.0446	0.487	0.017	0.00731460992907801	1	0.112804938271605	0.0775016393442623	0.936061538461538	0.0240266666666667	0.069	0.216
Sinorhizobium	0.29506975252891	0.29	0.318488269638623	0.417	0	0	1.59e-06	0.931	0.00129	0.00309	0.51	0.00148	4.86237288135593e-06	1	0.00402176470588235	0.00861947368421053	0.936061538461538	0.00263663865546219	0.17	0.352
Runella	0.168757020622666	0.225	0.0949618021191193	0.224	0	0	0.000275	0.241	0.0106	0.332	0.69	0.0359	0.000452336448598131	0.757588235294118	0.022930612244898	0.390033149171271	0.962368421052631	0.0481696202531646	0.115	0.278
Parvibaculum	0.0985635967933561	0.171	0.134949271933697	0.283	0	0	0.00703	0.643	0.134	0.063	0.315	0.0382	0.00865230769230769	1	0.167105882352941	0.0969142857142857	0.936061538461538	0.050615	0.07	0.213
Thermoanaerobacter	0.14401448686034	0.214	0.294927683544735	0.4	0.694931293735074	0.367	6.91e-08	0.0334	5.09e-11	3.07e-05	0.39	0.000117	2.70257777777778e-07	0.244165517241379	3.372125e-10	0.000135591666666667	0.936061538461538	0.00031005	0.215	0.405
Unclassified	3.51519375320552	0.214	3.55916133262111	0.332	2.41298577082231	0.211	<2e-16	0.674	1.67e-15	1.67e-15	0.908	6.91e-06	NA	1	3.5404e-14	1.2349e-13	0.977137055837563	2.98963265306122e-05	0.732	0.845
Fusobacterium	0.137588451180347	0.31	0.321471920405318	0.53	0.0442495621236677	0.177	0.0777	0.0424	0.589	0.0353	0.194	0.00062	0.0823807228915663	0.269364705882353	0.627477386934673	0.0634203389830508	0.934727272727273	0.00124	0.038	0.287
Ethanoligenens	0.748287149975629	0.416	0.75446807351058	0.541	0.0667594681662236	0.267	<2e-16	0.998	9.3e-08	3.41e-06	0.258	1.28e-09	NA	1	5.05538461538462e-07	1.68120930232558e-05	0.936061538461538	2.46690909090909e-08	0.386	0.708
Alicyclobacillus	0.137260313637083	0.213	0.268878684227711	0.326	0	0	3.11e-05	0.022	0.0705	0.00076	0.281	0.00219	6.29149425287356e-05	0.166571428571429	0.0976862745098039	0.0025175	0.936061538461538	0.00377463414634146	0.128	0.312
Corynebacterium	0.622611050236626	0.357	0.752632633868964	0.531	0.105006885321464	0.287	6.34e-13	0.269	7.3e-06	1.4e-06	0.369	4.21e-05	7.97028571428571e-12	0.803211267605634	3.6847619047619e-05	7.2390243902439e-06	0.936061538461538	0.000129350724637681	0.309	0.547
Haliscomenobacter	0.387131211726416	0.363	0.247025616906373	0.381	0	0	6.06e-08	0.147	0.000181	0.0639	0.786	4.02e-05	2.464e-07	0.537310344827586	0.000685214285714286	0.0969142857142857	0.96738947368421	0.000125329411764706	0.205	0.469
Mesorhizobium	0.156757697298806	0.254	0.205599280929862	0.31	0	0	0.000268	0.641	0.0597	0.0286	0.82	0.00135	0.000444981132075472	1	0.0891295774647887	0.0541357142857143	0.96738947368421	0.00248869565217391	0.103	0.306
Candidatus_Carsonella	0.342741539700003	0.294	0.714323743930452	0.407	1.14846799886787	0.432	4.38e-15	2.5e-06	3.76e-14	0.000193	0.797	0.331	1.75706666666667e-13	6.625e-05	3.32133333333333e-13	0.000743927272727273	0.96738947368421	0.35440404040404	0.416	0.46
Citrobacter	0.214048544231351	0.309	0.38380328366694	0.481	0.0867351011592335	0.24	0.00105	0.0588	0.359	0.0183	0.811	0.00236	0.00150243902439024	0.309726829268293	0.394341968911917	0.0384118811881188	0.96738947368421	0.00400256	0.081	0.283
Thermobacillus	0.210146029627428	0.279	0.192756986959304	0.296	0	0	1.42e-06	0.951	0.0116	0.0595	0.406	5.1e-05	4.46285714285714e-06	1	0.0243485148514851	0.0946089552238806	0.936061538461538	0.000148109589041096	0.168	0.434
Lactobacillus	0.93124779204989	0.53	1.00821300291801	0.48	0.133576878951477	0.37	3.64e-11	0.759	1.06e-07	5.18e-07	0.537	0.000295	3.1847619047619e-10	1	5.618e-07	2.968e-06	0.936061538461538	0.000689582417582418	0.274	0.51
Caulobacter	0.218118703638252	0.303	0.25721208369819	0.378	0	0	4.13e-09	0.819	0.0231	0.0209	0.207	3.49e-07	2.596e-08	1	0.0441035714285714	0.0426038461538461	0.936061538461538	2.11394285714286e-06	0.214	0.55
Thermus	0.514213770994282	0.424	1.47573346899177	0.569	0.645046253229174	0.477	4.17e-15	3.01e-14	0.54	1.35e-07	0.0813	0.354	1.75706666666667e-13	2.3426e-12	0.584081632653061	8.41764705882353e-07	0.799416666666667	0.37524	0.413	0.448
Bifidobacterium	1.92921898780842	0.705	1.81858745379844	0.684	0.347531132303426	0.394	<2e-16	0.724	5.55e-14	3.7e-10	0.194	1.7e-05	NA	1	4.52538461538461e-13	3.26833333333333e-09	0.934727272727273	6.43571428571429e-05	0.412	0.643
Selenomonas	0.644044596152458	0.365	0.687299703647037	0.529	0	0	<2e-16	0.859	1.73e-08	2.09e-07	0.892	1.17e-11	NA	1	1.01877777777778e-07	1.26594285714286e-06	0.973025641025641	4.41666666666667e-10	0.426	0.769
Akkermansia	1.85962450889462	1.218	1.61482646806439	1.282	0.632661966377829	0.716	6.16e-08	0.6	0.000538	0.0246	0.0564	1.25e-11	2.464e-07	1	0.0018104126984127	0.047845871559633	0.79288	4.41666666666667e-10	0.164	0.626
Acidithiobacillus	0.0792921217987149	0.162	0.22733280094092	0.256	0.0501713787930516	0.201	0.000862	0.000939	0.833	0.00856	0.211	0.682	0.00124354098360656	0.01244175	0.85726213592233	0.0201283516483516	0.936061538461538	0.701864077669903	0.105	0.128
Verminephrobacter	0.0703801117734447	0.14	0.183680266264753	0.321	0.960153246842729	0.192	<2e-16	0.0197	1.67e-15	2.11e-15	0.802	1	NA	0.154681481481481	3.5404e-14	1.2349e-13	0.96738947368421	1	0.671	0.671
Oscillibacter	1.42895352387945	0.461	1.47011978934954	0.671	0.155727281383381	0.343	<2e-16	0.922	2.99e-14	1.7e-13	0.353	3.09e-10	NA	1	2.83895652173913e-13	2.00222222222222e-12	0.936061538461538	7.27866666666667e-09	0.556	0.793
Bibersteinia	0.182451284480876	0.274	0.13764828335936	0.303	0	0	0.00502	0.71	0.0313	0.226	0.276	0.00529	0.00640231884057971	1	0.0543901639344262	0.283502958579882	0.936061538461538	0.00801057142857143	0.075	0.302
Singulisphaera	0.105489917594514	0.187	0.122713058944572	0.304	0	0	0.00532	0.919	0.14	0.14	0.155	0.0445	0.00673611510791367	1	0.171560693641619	0.18320987654321	0.888108108108108	0.0582345679012346	0.081	0.216
Pectobacterium	0.1395698389566	0.224	0.156320216673553	0.353	0	0	0.0529	0.945	0.0877	0.104	0.267	0.074	0.057119018404908	1	0.114063803680982	0.141333333333333	0.936061538461538	0.0906820809248555	0.046	0.169
Ruminiclostridium	2.12454049334074	0.763	2.12336606642258	0.924	0.546309127567283	0.63	<2e-16	1	2.79e-11	6.8e-09	0.786	8.62e-08	NA	1	1.908e-10	5.14857142857143e-08	0.96738947368421	6.52657142857143e-07	0.401	0.695
Tannerella	1.30926106976956	0.463	1.01644977276863	0.65	0.164754846754253	0.397	<2e-16	0.019	1.08e-13	6.9e-07	0.427	3.73e-08	NA	0.154681481481481	8.48e-13	3.75076923076923e-06	0.936061538461538	3.29483333333333e-07	0.476	0.724
Planctomyces	0.221479247689193	0.287	0.181378686701044	0.253	0	0	1.87e-05	0.76	0.00653	0.0774	0.386	0.00232	4.06320987654321e-05	1	0.0157313636363636	0.111624489795918	0.936061538461538	0.00396645161290323	0.146	0.348
Burkholderia	0.634130420340707	0.346	0.7143540547914	0.512	0.147597912003797	0.317	1.25e-14	0.591	1.68e-05	1.63e-05	0.97	2.43e-07	2.75e-13	1	7.74260869565217e-05	7.51217391304348e-05	0.996	1.56109090909091e-06	0.32	0.62
Polaribacter	0.153132446304074	0.246	0.187053588387017	0.287	0	0	7.47e-05	0.79	0.0523	0.039	0.407	0.00061	0.000142904347826087	1	0.0800719424460432	0.0694789915966387	0.936061538461538	0.00124	0.119	0.356
Actinobacillus	0.129331489032279	0.225	0.173646566264341	0.253	0	0	0.00229	0.602	0.0694	0.0295	0.0104	0.00263	0.00314875	1	0.097435761589404	0.0543826086956522	0.734933333333333	0.0043559375	0.107	0.296
Thioflavicoccus	0.203747261278219	0.271	0.0964671443563594	0.21	0	0	3.98e-10	0.103	0.00651	0.418	0.0893	3.91e-05	2.91866666666667e-09	0.449959183673469	0.0157313636363636	0.4664	0.799416666666667	0.000123719402985075	0.266	0.556
