MDS Axis	% variation explained	Origin adj p-value	Participant adj p-value
MDS1	38.5016963364087	5.89719151730985e-35	5.77010842248775e-12
MDS2	10.5273081548412	7.63259335202345e-09	3.44770181619625e-09
MDS3	8.93364745185195	1.39723243971762e-06	8.20783218406746e-11
MDS4	6.38544525264104	2.9187426430527e-06	2.37737191257991e-06
MDS5	5.02166250205881	0.0103688656725062	0.0034954451359855
MDS6	3.62950145619115	4.58744963245838e-06	1.9020488167863e-05
MDS7	2.5700937247759	0.0103688656725062	1.46021690788002e-08
MDS8	2.06717256606293	0.0569487684069663	0.0511878332384973
