Taxa	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Alistipes	2.95123300224857	1.75191102019732	0	1.8677374471533e-09	0.118358823259371	0.000451052988424738	0.119505663634072	0.302109910820428	2.12388740064286e-05	2.86386408563506e-08	0.680563233741384	0.00691614582251265	0.474074902343449	0.601984694770294	0.000138783108974406
Megamonas	0.0607632363895806	0	0	0.800531840482982	0.840905651326766	0.89635032223564	1	0.326719435252118	0.958607620608461	0.876772968148028	0.999816050731035	1	1	0.601984694770294	0.999847019189657
Prevotella	0.622256790850572	1.79975763448711	0	0.00514865373004409	0.0263628319602965	0.516099041604385	0.0192672188920954	0.799846732910236	1.37606471835722e-07	0.0215307337801844	0.30317256754341	1	0.177258413807277	0.994404046320833	1.26597954088864e-06
Akkermansia	1.64515522079336	1.56283146522423	0	0.00508429766985129	0.988285755840166	0.0561974135671447	0.143739785307799	0.264233678655102	2.33664056486489e-05	0.0215307337801844	0.999816050731035	0.369297289155522	0.508617701858366	0.601984694770294	0.000138783108974406
Butyrivibrio	0.0558617642639319	0	0	0.79926074500315	0.840863838101798	0.896322156039649	1	0.317390638614719	0.971445600869105	0.876772968148028	0.999816050731035	1	1	0.601984694770294	0.999847019189657
C2likevirus	0.15471784018103	0	0	0.515694502780487	0.592111117716982	0.717908020563368	1	0.547967596865238	0.999824597780446	0.697704327291247	0.999816050731035	1	1	0.840216981860032	0.999847019189657
Anaerostipes	0.114561182873254	0	0	0.759486498725785	0.70804396294941	0.803982996811569	1	0.905210274535325	0.822271763167066	0.876772968148028	0.999816050731035	1	1	0.998728996343096	0.995756451909597
Bacteroides	5.78157695370586	5.1182298450919	0	3.16565204741375e-14	0.388680068406926	3.31956684362922e-14	4.2046011117236e-10	0.419445852945369	0.185495105566454	1.45619994181032e-12	0.999816050731035	1.52700074806944e-12	1.93411651139286e-08	0.742096509057192	0.341310994242275
Barnesiella	0.515718056847815	0.593172118889332	0	0.0688422863037426	0.971441671768974	0.447657145725453	0.455602168078878	0.579038219512741	0.002141871040943	0.150797389046293	0.999816050731035	1	0.967527665354942	0.859218003147939	0.0057956510519634
Ruminococcus	0.822623625589975	1.42522522878301	0	0.012730002248439	0.333448820633191	0.275575446642447	0.0599913401358856	0.137723771939246	0.020156957617187	0.0418271502448711	0.999816050731035	1	0.275960164625074	0.601984694770294	0.0403139152343741
Collinsella	0.79779241551809	0.55928669041693	0	0.00476964678362694	0.813244970620257	0.23691370797105	0.589552013204014	0.710054496774688	0.00958815353421113	0.0215307337801844	0.999816050731035	1	1	0.981932482272899	0.0210026220273196
Dialister	0.699114346562686	0.405479304363854	0	0.0897715510251949	0.707173345492605	0.29301019843613	0.734671882914006	0.438938540801738	7.3205950750279e-05	0.18405228499571	0.999816050731035	1	1	0.747821217662221	0.000336747373451283
Sutterella	0.11901514923363	0	0	0.759360600707472	0.707930187637508	0.803901239086062	1	0.930549569450145	0.822581416794885	0.876772968148028	0.999816050731035	1	1	0.998728996343096	0.995756451909597
Eggerthella	0.100415911519989	0	0	0.645609029082955	0.710155361623183	0.805499332070144	1	0.160256180355577	0.961803856966506	0.848514723937599	0.999816050731035	1	1	0.601984694770294	0.999847019189657
Odoribacter	0.128242821141872	0.468299254385538	0	0.00705543605164682	0.300799513228856	0.896626134058346	0.344952724044645	0.943028649563544	6.80781877528562e-15	0.0270458381979795	0.999816050731035	1	0.914199811146187	0.998728996343096	3.13159663663139e-13
Dorea	0.172792644034005	0.382568903053596	0	0.360537796116473	0.607632757129648	0.807371275109586	0.462730622561059	0.169344195691221	0.193717873728264	0.534991568430896	0.999816050731035	1	0.967527665354942	0.601984694770294	0.342731622750006
Coprococcus	0	0.316689842772586	0	0.00888429085906837	0.0125953984751794	1	0.123671713654813	0.939027852022826	0.00626635366889538	0.0314367215013188	0.193129443286085	1	0.474074902343449	0.998728996343096	0.0151711720404836
Pyramidobacter	0.0455414183062529	0	0	0.799309915133495	0.840905651326766	0.896350322235642	1	0.327165594983856	0.971435235214311	0.876772968148028	0.999816050731035	1	1	0.601984694770294	0.999847019189657
Eubacterium	2.62887375405059	2.34097042299847	0	6.27977942458523e-05	0.88600685209059	0.00251238009557053	0.0274357976546623	0.997633732687591	0.000734305967702608	0.000432103364988715	0.999816050731035	0.0231138968792489	0.210341115352411	0.998728996343096	0.00241271960816571
Acinetobacter	0.11416083898579	0.470484290104179	0	0.198663682955107	0.2232748569319	0.906085357484562	0.29433323181149	0.0428899122813665	0.999782296005921	0.338464052442034	0.999816050731035	1	0.914199811146187	0.601984694770294	0.999847019189657
Subdoligranulum	4.9714079946174	4.79478842164099	0	7.7771370605754e-13	0.945825369491276	1.67798774874939e-10	8.09175345617419e-08	0.76261196165952	0.000981097619864468	1.78874152393234e-11	0.999816050731035	3.85937182212359e-09	1.86110329492006e-06	0.994404046320833	0.00300869936758437
