MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	27.1235050568079	1.02242508530302e-06	0.199853500341291
MDS2	12.5017087580898	0.0791108271455049	2.7968026054195e-06
MDS3	7.12662471170632	0.709364864314667	1.12244911755064e-07
MDS4	4.86665661377382	3.07893990006979e-08	0.0024112293060205
MDS5	4.43552157020057	0.709364864314667	2.15212579058561e-17
MDS6	4.26742756010788	0.000980557287727535	4.13062334322544e-14
MDS7	2.8776077882224	0.685705981376971	1.35267717409538e-17
MDS8	2.51529056264017	0.395266197158849	0.000297672749723233
