MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS1	82.2413310848634	2.43212801451945e-61	0.999999773839494
MDS2	10.1539840186586	0.735277615294166	0.999999773839494
MDS3	4.48553570177492	0.570302162947746	0.999999773839494
MDS4	1.37065197490607	0.453472019737193	0.999999773839494
MDS5	0.88585801390229	0.000345862303445945	0.999999773839494
MDS6	0.277285708900082	0.596419815709954	6.75663169864758e-06
MDS7	0.215752581565917	0.956119338985211	0.999999773839494
MDS8	0.162663845996746	0.363622784677275	0.999999773839494
MDS9	0.101406683274808	0.265178471696661	0.0623450682338696
MDS10	0.0601604404497651	0.570302162947746	0.999999773839494
MDS11	0.0453699457074551	0.0518439845015198	0.999999773839494
