MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS93	0.00198445097611791	0.997859008822649	0.729386440704135
MDS94	0.001872246821396	0.997859008822649	0.729386440704135
MDS95	0.00170601502707035	0.997859008822649	0.999704437041886
MDS96	0.00143313738898286	0.997859008822649	0.713458865283797
MDS97	0.00133043635192385	0.997859008822649	0.999704437041886
MDS98	0.00129447676314358	0.997859008822649	0.653745724020605
MDS99	0.0011513681470982	0.997859008822649	0.455828641869633
MDS100	0.00106670471914707	0.997859008822649	0.999704437041886
MDS101	0.000896583888260482	0.997859008822649	0.999704437041886
MDS102	0.000794574866179007	0.997859008822649	0.729386440704135
MDS103	0.000711604678327706	0.997859008822649	0.764971250153241
MDS104	0.000680158216506197	0.997859008822649	0.729386440704135
MDS105	0.000640314979225298	0.997859008822649	0.729386440704135
MDS106	0.000602363064493156	0.997859008822649	0.729386440704135
MDS107	0.000473286801647334	0.997859008822649	0.839489044114346
MDS108	0.000448764493392794	0.997859008822649	0.659473660024205
MDS109	0.000387414766721641	0.997859008822649	0.659473660024205
MDS110	0.000366028787604598	0.997859008822649	0.928647233579311
MDS111	0.000343107396748586	0.997859008822649	0.764971250153241
MDS112	0.000295989144551301	0.997859008822649	0.865348838281764
MDS113	0.000246630988732668	0.997859008822649	0.999704437041886
MDS114	0.000231520200663056	0.997859008822649	0.455828641869633
MDS115	0.000214112123307508	0.997859008822649	0.729386440704135
MDS116	0.000205807229757443	0.997859008822649	0.873003786669927
MDS117	0.000167983905884399	0.997859008822649	0.764971250153241
MDS118	0.000142008872678147	0.997859008822649	0.659473660024205
MDS119	0.000116502936465973	0.997859008822649	0.955508143076061
MDS120	0.000105194028452531	0.997859008822649	0.999704437041886
MDS121	9.17485490050054e-05	0.997859008822649	0.764971250153241
MDS122	8.23096958236149e-05	0.997859008822649	0.764971250153241
MDS123	7.18909763750224e-05	0.997859008822649	0.896667985629143
MDS124	6.31032679434042e-05	0.997859008822649	0.999704437041886
MDS125	4.94542354873316e-05	0.997859008822649	0.729386440704135
MDS126	3.99790355769961e-05	0.997859008822649	0.999704437041886
MDS127	2.72663724830912e-05	0.997859008822649	0.999704437041886
MDS128	2.4393131861467e-05	0.997859008822649	0.999704437041886
MDS129	2.08701682571365e-05	0.997859008822649	0.764971250153241
MDS130	1.04768270867006e-05	0.997859008822649	0.999704437041886
MDS131	7.60892042108071e-06	0.997859008822649	0.764971250153241
MDS132	4.13496896250737e-06	0.997859008822649	0.659473660024205
MDS133	1.84449287818003e-06	0.997859008822649	0.848801785785414
MDS134	6.99761102721982e-08	0.997859008822649	0.764971250153241
