MDS Axis	% variation explained	Origin adj p-value	Individual adj p-value
MDS108	0.0113700172241027	0.999920750278029	0.90426074810433
MDS109	0.0110153663948123	0.999920750278029	0.466970923541088
MDS110	0.0103607761584924	0.999920750278029	0.882335618871121
MDS111	0.00980396794792236	0.999920750278029	0.804215854630275
MDS112	0.00937958059254408	0.999920750278029	0.804215854630275
MDS113	0.00902760289150127	0.999920750278029	0.972619071491877
MDS114	0.00867408309749315	0.999920750278029	0.804215854630275
MDS115	0.00835860088185181	0.999920750278029	0.999930488302613
MDS116	0.00735027461080638	0.999920750278029	0.466970923541088
MDS117	0.00718616924769329	0.999920750278029	0.804215854630275
MDS118	0.00654296870927753	0.999920750278029	0.817591464185718
MDS119	0.00637341998513504	0.999920750278029	0.882335618871121
MDS120	0.0058404716131469	0.999920750278029	0.817591464185718
MDS121	0.00553461703273437	0.999920750278029	0.804215854630275
MDS122	0.00533637678893079	0.999920750278029	0.961722063070596
MDS123	0.0050245509389902	0.999920750278029	0.523236688817078
MDS124	0.00421499943612757	0.999920750278029	0.999930488302613
MDS125	0.00416763303962167	0.999920750278029	0.999930488302613
MDS126	0.0040154379803161	0.999920750278029	0.999930488302613
MDS127	0.00377432352629122	0.999920750278029	0.972619071491877
MDS128	0.00344861317011494	0.999920750278029	0.999930488302613
MDS129	0.00338008284337464	0.999920750278029	0.999930488302613
MDS130	0.00314654595454803	0.999920750278029	0.999930488302613
MDS131	0.00310807980123197	0.999920750278029	0.817591464185718
MDS132	0.00281307074132709	0.999920750278029	0.961722063070596
MDS133	0.00261748303460743	0.999920750278029	0.999930488302613
MDS134	0.00238150630917879	0.999920750278029	0.804215854630275
MDS135	0.00228743712090871	0.999920750278029	0.999930488302613
MDS136	0.00203667917356484	0.999920750278029	0.999930488302613
MDS137	0.00171716048716931	0.999920750278029	0.995016885646035
MDS138	0.00157459361303988	0.999920750278029	0.90426074810433
MDS139	0.0014755897810426	0.999920750278029	0.995016885646035
MDS140	0.00130643121270589	0.999920750278029	0.999930488302613
MDS141	0.00125423685263406	0.999920750278029	0.894598924279484
