MDS Axis	% variation explained	Origin adj p-value	Participant adj p-value
MDS1	38.9149064423804	8.97232938658213e-21	0.136490079005
MDS2	21.7459169469392	0.0539639208241956	0.000732421577762212
MDS3	18.5881981018931	0.693754513517434	0.000282591074495144
MDS4	10.4780764039933	0.321577976147714	0.0575368316226629
MDS5	7.13514561132816	0.693754513517434	0.000282591074495144
MDS6	1.42235405376813	0.693754513517434	0.999964381147922
MDS7	1.35153717119389	0.693754513517434	0.999964381147922
MDS8	0.363865268503836	0.693754513517434	0.999964381147922
