MDS Axis	% variation explained	Origin adj p-value	Participant adj p-value
MDS1	27.070783707208	2.95566314980483e-19	5.43589870330584e-05
MDS2	11.540025484953	0.178866772004687	5.641435792125e-05
MDS3	8.50612275999338	0.285459349475928	0.000224534769893612
MDS4	7.72021319973073	0.682939327789718	0.00118249503467014
MDS5	6.9888015348113	0.345133510166634	5.641435792125e-05
MDS6	5.78418701612757	0.0406127714351735	0.236110535735469
MDS7	5.50440596623579	0.682939327789718	0.0174872499563363
MDS8	4.54733288260274	0.178866772004687	0.298597395818664
