Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Syntrophobotulus	0.16	0.24	0.154	0.252	0	0	0.0367952436016227	0.993353066426203	0.0294069052518342	0.0853834299970448	0.857436492583114	0.0917326768196255	0.0503263977002839	0.999986120067965	0.051522842259412	0.119876073903136	0.992849071326454	0.109871906699212
Desulfotomaculum	0.426	0.351	0.432	0.431	0.05	0.201	0.000529821169119653	0.997193965326751	0.000409481201991801	0.00238486310674879	0.81314945632054	4.74335888134255e-07	0.00147792220859693	0.999986120067965	0.00140016152939132	0.0069259038168595	0.992849071326454	2.79331134123506e-06
Lachnoclostridium	2.122	0.497	2.144	0.664	0.242	0.506	1.71126777714653e-25	0.980571603002187	1.88737914186277e-15	1.23234755733392e-14	0.361992631032344	0.000305510555599226	3.29807971595512e-24	0.999986120067965	3.63749434613551e-14	3.73225260221131e-13	0.992849071326454	0.000696432664376731
Cellulosilyticum	0.368	0.325	0.45	0.455	0	0	8.27661389994653e-05	0.495265741320774	0.0002257775120168	0.000102901981614001	0.0805776795830865	0.00141902892430829	0.000283374512015434	0.999986120067965	0.000811268348263757	0.000411607926456004	0.992849071326454	0.00257123189703724
Edwardsiella	0.114	0.193	0.097	0.221	0	0	0.0844630124053051	0.906535310666011	0.0676192533931166	0.23232721426078	0.189755000541422	0.0394034094773065	0.0978255643754951	0.999986120067965	0.0962099444251055	0.288031400136172	0.992849071326454	0.0518852348396831
Brachyspira	0.36	0.33	0.51	0.408	0.05	0.2	0.000120077576152606	0.0954089892417185	0.00224078058503674	6.81564695274028e-05	0.264622229492948	0.0162856422971134	0.000385703729459887	0.448454179642699	0.00641953356794309	0.000280896119810295	0.992849071326454	0.0233280822093787
Nocardia	0.143	0.223	0.157	0.285	0	0	0.0515787115843256	0.955218746376922	0.0516281361017672	0.070909227122916	0.458965326596157	0.000248005150495956	0.0650874217611727	0.999986120067965	0.079891714259669	0.103514478404007	0.992849071326454	0.000618554022413443
Porphyromonas	0.905	0.413	1.765	0.889	0.372	0.477	2.64370784749854e-14	4.54790649584425e-11	0.00117500670720028	6.40487662906253e-13	0.747145092025863	0.00047143094159028	1.8682202122323e-13	1.60692696186497e-09	0.00371793167054416	7.14649392295398e-12	0.992849071326454	0.000999433596171394
Pusillimonas	0.143	0.228	0.153	0.334	0	0	0.0785460745976153	0.980782521194478	0.0745535000112647	0.11111011831185	0.679098620724437	2.94720960038601e-05	0.0919987172082566	0.999986120067965	0.101969948402504	0.149597731286403	0.992849071326454	9.91759421082277e-05
Caldicellulosiruptor	0.644	0.294	0.806	0.357	0.955	0.41	0.000542494444322171	0.0526371035984713	0.00136151536230988	0.305744785399776	0.638705563978703	0.981820288328959	0.00149362106748442	0.293659630601998	0.00418320662043037	0.366202793812162	0.992849071326454	0.991170957741616
Parabacteroides	2.981	0.638	2.605	0.927	0.823	0.602	1.07667481260912e-20	0.0357429563900035	1.12132525487141e-14	7.988054662178e-13	0.96074036011272	5.82413519025719e-11	1.42659412670708e-19	0.251666079129999	1.48575596270462e-13	8.46733794190868e-12	0.995687648170567	1.76388094333503e-09
Marinobacter	0.109	0.189	0.173	0.299	0	0	0.0304517721191342	0.324979688405599	0.123184383170631	0.0225786421297653	0.401297924276917	0.164284617399233	0.0439168414235133	0.894749271973858	0.154744276577287	0.044986218547975	0.992849071326454	0.185257121748071
Coprococcus	2.157	0.566	2.219	0.699	0.239	0.514	5.03780414320867e-23	0.876147517278254	4.55191440096314e-15	2.32036612146658e-14	0.76432209336819	0.00150557754603419	7.62867484543026e-22	0.999986120067965	6.8928989500299e-14	3.97355351237018e-13	0.992849071326454	0.00265985366466041
Anaeromyxobacter	0.284	0.314	0.345	0.403	0	0	0.00175741192700171	0.649478563825803	0.00322171341989763	0.00202880795953564	0.453665302122687	2.40980278676035e-05	0.00413968142804847	0.999986120067965	0.00898688480287234	0.00597371232529938	0.992849071326454	8.5146365132199e-05
Shigella	0.286	0.507	0.726	0.809	0.506	0.415	0.00138705937040651	0.00116995064535452	0.325254934289976	0.431014718382065	0.159421698582768	8.56860934330466e-07	0.00341926263402536	0.0145899727538329	0.364836222589814	0.475912084880196	0.992849071326454	4.65780815584766e-06
Leadbetterella	0.195	0.293	0.173	0.308	0.05	0.201	0.180133546327402	0.933400717209036	0.15345570467083	0.364770348911791	0.470147893281793	0.00027595768908244	0.193849298585833	0.999986120067965	0.185900625086948	0.415759752523117	0.992849071326454	0.000664807160062241
Atopobium	0.267	0.279	0.329	0.465	0	0	0.00262116334780967	0.630304565495285	0.00500170218635532	0.0028040118175735	0.687294482083443	0.0940846523838099	0.00584933294458579	0.999986120067965	0.0132545107938416	0.00792600673767444	0.992849071326454	0.112055878120043
Yersinia	0.164	0.245	0.263	0.391	0.413	0.474	0.00856038697396663	0.298572207723131	0.00944526663447387	0.273183639858585	0.602319283303043	0.422536976782845	0.0156448451593183	0.843964107164049	0.0208582971511298	0.330942466571543	0.992849071326454	0.443454648900807
Deinococcus	0.421	0.366	0.459	0.414	0	0	6.39565661349249e-05	0.873275379039794	7.1945334149226e-05	0.00021006080384578	0.921569123064209	6.27704727730478e-09	0.000229810034247527	0.999986120067965	0.000299066879208547	0.000795230185987594	0.995400790792213	7.7447923879815e-08
Cronobacter	0.23	0.349	0.232	0.35	0.05	0.201	0.134980305050094	0.999818130472553	0.120612301575522	0.2028468507335	0.636589907999197	0.00136702541366109	0.147504250879485	0.999986120067965	0.154034987554281	0.259057423828326	0.992849071326454	0.00249835679048407
Acinetobacter	0.51	0.541	1.591	0.756	0.499	0.453	1.72805745010734e-14	4.41868763800812e-14	0.996964330911965	3.27465664584636e-08	0.0347492718927282	0.0648163429815326	1.2632695842164e-13	2.34190444814431e-12	0.996964330911965	2.23944260941751e-07	0.992849071326454	0.081687833676904
Dyadobacter	0.121	0.219	0.103	0.281	0.035	0.141	0.373555872537406	0.929785543405723	0.342018524275581	0.604486697814542	0.496255709645552	0.00528284865432277	0.382578961246039	0.999986120067965	0.379622655216875	0.643975778576296	0.992849071326454	0.00801467819142585
