Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Methylocystaceae	0.063	0.148	0.186	0.365	0.341	0.423	8.28736780422496e-05	0.0553033111454981	0.000148971708368917	0.114262796562392	0.827393686423316	0.433350972649333	0.000240911854773981	0.384050771843737	0.000433057291770107	0.151945208194671	0.982493085830511	0.4590582337387
Symbiobacteriaceae	0.258	0.31	0.28	0.334	0	0	0.00477635897247821	0.937784512703054	0.00475039997079807	0.00924342490235697	0.969914955421984	2.74110661067062e-05	0.00829228988277467	0.999576536022779	0.00957741929596385	0.0175064865574943	0.99425665600923	6.22978775152413e-05
Enterococcaceae	1.409	0.456	1.294	0.597	0.102	0.278	8.73420269236855e-18	0.490358960484828	2.83106871279415e-14	1.09989795049614e-12	0.72200447078278	2.53577657188677e-08	7.27850224364046e-17	0.999576536022779	2.48874994686806e-13	9.82051741514413e-12	0.982493085830511	1.76095595269915e-07
Deferribacteraceae	0.138	0.211	0.1	0.178	0	0	0.0286334928616296	0.617913878779664	0.023754242487157	0.230420756996118	0.530285761133665	0.0121839060389821	0.0397687400855967	0.999576536022779	0.0380676962935208	0.276948025235719	0.982493085830511	0.0160314553144502
Unclassified	3.433	0.183	3.408	0.296	2.384	0.183	8.41932000157003e-39	0.839565822348263	1.66533453693773e-15	1.66533453693773e-15	0.561672515964247	0.00866748004368555	1.05241500019625e-36	0.999576536022779	2.94902990916057e-14	8.78926561161582e-14	0.982493085830511	0.0116498387683946
Thermodesulfobacteriaceae	0.19	0.236	0.137	0.224	0.045	0.179	0.0477932022306285	0.511568626840392	0.0470742934574132	0.396435663654283	0.0381127056562175	0.845955536647388	0.0622307320711309	0.999576536022779	0.0668668941156438	0.446436558169238	0.982493085830511	0.85971091122702
Sphingomonadaceae	0.41	0.343	0.342	0.424	0	0	9.75865573727617e-05	0.62129354910193	5.34855161520298e-05	0.00509190244811919	0.380342930293039	3.99736802459846e-07	0.0002772345379908	0.999576536022779	0.000185713597750103	0.0117868112224981	0.982493085830511	1.85063334472151e-06
Acetobacteraceae	0.347	0.324	0.297	0.308	0.166	0.301	0.105561983639245	0.746708085545231	0.0922277824498912	0.390333802733231	0.677902956231617	0.00860042390384364	0.117814713883086	0.999576536022779	0.120088258398296	0.443561139469581	0.982493085830511	0.0116498387683946
Aeromonadaceae	0.477	0.354	0.579	0.496	0	0	3.21332670063042e-06	0.397213227658577	1.21649645551392e-05	4.7808769448876e-06	0.777876349648107	0.000192107784231015	1.14761667879658e-05	0.999576536022779	4.75193927935123e-05	1.92777296164823e-05	0.982493085830511	0.000357446294341511
Hyphomicrobiaceae	0.208	0.288	0.145	0.228	0.05	0.201	0.0754387328775366	0.520055200518156	0.0785317161404476	0.499613252700963	0.758176594344114	4.96708520625784e-05	0.0898080153304007	0.999576536022779	0.105553381909204	0.543057883370612	0.982493085830511	0.000108927307154777
Acholeplasmataceae	0.241	0.306	0.369	0.359	0.214	0.299	0.139485369508908	0.145915757282724	0.946628867671069	0.266107777942489	0.235732735387172	0.00643044750812133	0.154297975120474	0.607982322011351	0.962021206982794	0.313806341913313	0.982493085830511	0.00913415839221779
Caulobacteraceae	0.347	0.357	0.371	0.422	0	0	0.00110938609107012	0.949165699490406	0.00104900881441061	0.00293498646276047	0.979651733394101	3.15643868670117e-11	0.00241810540716834	0.999576536022779	0.00257110003532013	0.00764319391343872	0.99425665600923	7.89109671675292e-10
Leuconostocaceae	0.119	0.2	0.183	0.424	0.085	0.237	0.411947392694331	0.486936842118654	0.883791095449252	0.460720358270924	0.595759512053223	0.0825974078951718	0.429111867389929	0.999576536022779	0.923046897240026	0.505175831437416	0.982493085830511	0.0955988517305229
Porphyromonadaceae	3.218	0.508	2.991	0.765	1.065	0.661	1.95885197428696e-26	0.170087271204581	1.66533453693773e-15	2.54241072639161e-14	0.872665528250781	4.97431206981917e-08	4.08094161309784e-25	0.674955954949217	2.94902990916057e-14	3.49467929342237e-13	0.982493085830511	2.96090004155903e-07
Brucellaceae	0.13	0.203	0.167	0.325	0	0	0.0489467581377388	0.721810648248046	0.0765256834920311	0.0453579113165485	0.160419010148641	0.0339372333318343	0.0630757192496634	0.999576536022779	0.10397511344026	0.0683151960077368	0.982493085830511	0.0415897467301891
Lachnospiraceae	3.231	0.422	3.09	0.692	1.013	0.671	2.55538559725636e-32	0.409793161234831	1.66533453693773e-15	2.1094237467878e-15	0.555911022027586	0.0358622293485871	1.06474399885682e-30	0.999576536022779	2.94902990916057e-14	8.78926561161582e-14	0.982493085830511	0.0435221229958581
Heliobacteriaceae	0.257	0.311	0.29	0.378	0	0	0.00588586293704584	0.878054844706089	0.00672007457593171	0.00915457481891369	0.438529746019643	7.04273263770279e-05	0.00994233604230716	0.999576536022779	0.0127274139695676	0.0175064865574943	0.982493085830511	0.000146723596618808
Desulfomicrobiaceae	0.18	0.268	0.226	0.263	0.05	0.201	0.0947036635718873	0.689914485187469	0.15609579154422	0.0826148952397142	0.234135505427065	1.99141762461151e-05	0.106648269788161	0.999576536022779	0.195119739430274	0.111041525859831	0.982493085830511	4.8809255505184e-05
Polyangiaceae	0.244	0.301	0.233	0.279	0.172	0.314	0.675943409573521	0.985641911870634	0.649866685090872	0.791911642026505	0.602740098862394	0.00034369215007389	0.686934359322684	0.999576536022779	0.712573119617184	0.804788254091977	0.982493085830511	0.00060509181351037
Actinomycetaceae	0.384	0.294	0.893	0.856	0	0	3.24545851327018e-09	1.44566735227336e-06	0.00538423688339418	9.56279644359626e-09	0.721032321106062	0.0245658975206496	1.62272925663509e-08	4.51771047585425e-05	0.0106830096892742	5.69214074023587e-08	0.982493085830511	0.0310175473745576
Acidobacteriaceae	0.393	0.361	0.363	0.476	0	0	0.00057148702404824	0.925396168838327	0.000352275827861459	0.00570432379394048	0.811854116939502	1.20876499580323e-09	0.00140070349031431	0.999576536022779	0.00100078360187914	0.0125094820042554	0.982493085830511	1.51095624475404e-08
Acidithiobacillaceae	0.079	0.162	0.227	0.256	0.05	0.201	0.000757521040340841	0.000939221591203965	0.833011290673272	0.00855616004364701	0.215470629274618	0.682402240416907	0.00178912489696527	0.0117402698900496	0.897641477018612	0.0167112500852481	0.982493085830511	0.710835667100945
Burkholderiaceae	0.828	0.367	0.87	0.533	0.183	0.331	5.14717196222054e-08	0.878092014741239	5.8420121740177e-08	6.4162196222739e-07	0.677976279882435	5.25528261385741e-07	2.16606779286881e-07	0.999576536022779	2.92100608700885e-07	2.97047204734903e-06	0.982493085830511	2.18970108910725e-06
Helicobacteraceae	0.236	0.284	0.366	0.413	0.108	0.242	0.0252939077580309	0.124601165144878	0.272549625275933	0.0228157556111978	0.172160191127229	0.0085733999572309	0.0362010365051911	0.537893571726669	0.315450955180478	0.0390680746767085	0.982493085830511	0.0116498387683946
Methylobacteriaceae	0.235	0.288	0.232	0.314	0.035	0.141	0.0319894749393552	0.999210829593166	0.0261314985547494	0.0699409231025675	0.682752923695561	0.000408516194639024	0.0434639605154282	0.999576536022779	0.0413473078397933	0.0971401709757882	0.982493085830511	0.000679627292329195
Alteromonadaceae	4.834	0.161	4.792	0.271	5.064	0.009	5.69116425206643e-06	0.512533813611694	1.5231657192083e-05	1.04006235838172e-05	0.421631007382153	6.19343652102155e-10	1.92269062569812e-05	0.999576536022779	5.59987396767756e-05	4.0627435874286e-05	0.982493085830511	8.60199516808549e-09
Peptostreptococcaceae	1.692	0.429	1.733	0.507	0.144	0.27	2.53775908085309e-26	0.894999419646265	1.66533453693773e-15	7.21644966006352e-15	0.284148323928653	0.000254993773759227	4.53171264438052e-25	0.999576536022779	2.94902990916057e-14	2.25514051876985e-13	0.982493085830511	0.00046194524231744
Shewanellaceae	0.284	0.309	0.432	0.503	0.184	0.292	0.0558467250113701	0.123505138821441	0.546058807551764	0.066643121209255	0.194939544777981	3.33033381064383e-06	0.069117233924963	0.537893571726669	0.609440633428308	0.0935998893388413	0.982493085830511	1.07837107653799e-05
Myxococcaceae	0.306	0.359	0.3	0.409	0	0	0.00579694517460565	0.995874365723313	0.0043344566551059	0.0199688028891462	0.891835775010882	1.81652716353727e-06	0.00992627598391379	0.999576536022779	0.00890767663429475	0.0346680605714343	0.982493085830511	6.30738598450442e-06
Deinococcaceae	0.421	0.366	0.459	0.414	0	0	6.39565661349249e-05	0.873275379039794	7.1945334149226e-05	0.00021006080384578	0.921569123064209	6.27704727730478e-09	0.000194989530899161	0.999576536022779	0.000230594019709058	0.000690989486334801	0.990997475587099	5.23087273108732e-08
Halomonadaceae	0.481	0.305	0.792	0.363	1.237	0.312	2.15027029159773e-15	3.27733456279011e-05	4.42978986825437e-14	5.02628485822276e-05	0.972497918010358	0.999833792855144	1.41465150763008e-14	0.000585238314783949	3.25719843253998e-13	0.000184881323814468	0.99425665600923	0.99984423629578
Listeriaceae	0.193	0.239	0.173	0.256	0	0	0.00908917509557003	0.917717049895469	0.00628823914754439	0.0453612901491373	0.37978527223436	0.105200188020506	0.0143816061638766	0.999576536022779	0.0120927675914315	0.0683151960077368	0.982493085830511	0.118468680203273
Ferrimonadaceae	0.16	0.237	0.213	0.297	0.032	0.128	0.0577149242723278	0.564919139628368	0.122513086437486	0.0469762120626382	0.772650690666105	0.0028810051400488	0.0707290738631468	0.999576536022779	0.157877688708101	0.0699050774741641	0.982493085830511	0.00423677226477764
Corynebacteriaceae	0.623	0.357	0.753	0.531	0.105	0.287	1.16855760290712e-06	0.268913536686236	7.29795522880217e-06	1.39585833858202e-06	0.46124697271861	4.21289361551459e-05	4.29616765774678e-06	0.926866134951484	2.94272388258152e-05	6.0166307697501e-06	0.982493085830511	9.40378039177365e-05
Ruminococcaceae	3.404	0.491	3.385	0.741	1.449	0.573	3.46211525432773e-25	0.985674200576372	1.88737914186277e-15	1.7430501486615e-14	0.685263585651217	2.29086211212168e-05	5.40955508488708e-24	0.999576536022779	2.94902990916057e-14	3.49467929342237e-13	0.982493085830511	5.50688007721557e-05
Ectothiorhodospiraceae	0.317	0.295	0.404	0.406	0	0	0.000135643068698884	0.374745273199547	0.000526721165367117	0.000126691003777712	0.842768679344126	4.49767347933482e-08	0.000354210557825729	0.999576536022779	0.00143130751458456	0.000428010147897677	0.982493085830511	2.9589957100887e-07
Chrysiogenaceae	0.102	0.201	0.23	0.288	0	0	0.00138333038446276	0.0126883558115745	0.171159733063588	0.00167680697739658	0.0927928873022123	0.000616104600276323	0.00288193830096409	0.122003421265139	0.21183135280147	0.00476365618578575	0.982493085830511	0.000987347115827441
Flavobacteriaceae	1.066	0.405	1.22	0.468	1.666	0.132	6.37533869380743e-07	0.172788724467	3.90662834748312e-07	0.00149863751656132	0.660092505013769	8.20066311139677e-07	2.57070108621267e-06	0.674955954949217	1.74403051226925e-06	0.00435650440860848	0.982493085830511	3.20338402788936e-06
Anaplasmataceae	0.085	0.183	0.353	0.386	1.079	0.31	1.46635455884858e-29	5.1690100100199e-06	1.66533453693773e-15	3.07531777821168e-14	0.885089308307358	0.736804236208644	3.66588639712144e-28	0.000129225250250498	2.94902990916057e-14	3.49467929342237e-13	0.982493085830511	0.761161401041987
Rikenellaceae	3.242	0.515	2.722	0.708	0.819	0.588	4.14721281372975e-32	9.93214478126614e-05	1.66533453693773e-15	2.23154827949656e-14	0.649176670787082	1.09838795145426e-06	1.29600400429055e-30	0.00155189762207283	2.94902990916057e-14	3.49467929342237e-13	0.982493085830511	4.03819099799359e-06
Peptococcaceae	0.773	0.392	0.924	0.517	0.087	0.24	1.4886170220559e-09	0.195266291318597	1.4727011277138e-08	3.05975400571867e-09	0.564855095757952	1.45134368418455e-10	8.06623820414777e-09	0.717890776906607	8.36762004382844e-08	2.01299605639386e-08	0.982493085830511	3.02363267538448e-09
Thermomonosporaceae	0.114	0.182	0.15	0.286	0	0	0.0504860028850561	0.675046147564726	0.0861922932174386	0.0446292731294989	0.520428947541457	0.0169945871532867	0.0643954118431838	0.999576536022779	0.113410912128209	0.0683151960077368	0.982493085830511	0.0219002411769159
Mycoplasmataceae	0.963	0.356	1.347	0.445	2.033	0.227	2.17869191462405e-20	7.41975372320347e-06	2.00950367457153e-14	4.94409108098282e-08	0.99425665600923	0.350727608053999	2.47578626661824e-19	0.000154578202566739	2.2835269029222e-13	2.57504743801188e-07	0.99425665600923	0.374708982963674
Saprospiraceae	0.403	0.361	0.28	0.402	0	0	0.000138563038402122	0.237239866545679	0.000110293724131738	0.0315345174632899	0.988575961061917	1.17940112029724e-05	0.000354210557825729	0.84728523766314	0.000338726646852917	0.0511923984793668	0.99425665600923	3.0183838745231e-05
Bradyrhizobiaceae	0.586	0.421	0.787	0.436	0.639	0.418	0.090014461555949	0.0726512663422343	0.886125021350425	0.510799726771856	0.868911976259547	9.1394039067459e-06	0.104183404578645	0.463911648166086	0.923046897240026	0.55043074005588	0.982493085830511	2.53872330742942e-05
Phyllobacteriaceae	0.183	0.275	0.221	0.342	0	0	0.0290109264292301	0.79766264757206	0.0393602811089087	0.0310243159197697	0.878609242761267	0.000410458218034171	0.0398501736665249	0.999576536022779	0.0600004285196778	0.0510268353943581	0.982493085830511	0.000679627292329195
Propionibacteriaceae	0.511	0.458	0.475	0.404	0.087	0.241	0.0014712535033691	0.917645750044346	0.000934477353319529	0.0119309549532024	0.0943149920504885	3.89390607444922e-06	0.00296623690195384	0.999576536022779	0.00233619338329882	0.0218453511499354	0.982493085830511	1.19518980456653e-05
Oxalobacteraceae	0.219	0.247	0.243	0.328	0.05	0.2	0.0392140022093718	0.900313148409729	0.0438589744878105	0.0486006155851336	0.159431659582654	0.00763869465661048	0.0515973713281207	0.999576536022779	0.0637485094299571	0.0714714935075494	0.982493085830511	0.0106092981341812
Dehalococcoidaceae	0.187	0.275	0.271	0.426	0	0	0.0159831218801398	0.389900493702315	0.0540950291405796	0.0117784855708938	0.501603148904184	0.000413213393736151	0.0237844075597319	0.999576536022779	0.075976164523286	0.0218453511499354	0.982493085830511	0.000679627292329195
Rhodocyclaceae	0.431	0.352	0.305	0.363	0	0	1.86877164679719e-05	0.189043489522249	1.39965731363878e-05	0.0120586338347644	0.714796272140475	4.60003087241398e-07	6.14727515393814e-05	0.716073823947913	5.30173224863174e-05	0.0218453511499354	0.982493085830511	1.99924992956405e-06
Moraxellaceae	0.52	0.543	1.598	0.756	0.499	0.453	1.99306551936288e-14	4.65183447317941e-14	0.989488925515491	2.82315069100036e-08	0.0268729277136879	0.0505059216794776	1.2456659496018e-13	1.93826436382475e-12	0.990132282115711	1.53432102771759e-07	0.982493085830511	0.0595588699050444
Campylobacteraceae	1.17	0.54	1.414	0.709	0.164	0.372	1.05745043307436e-10	0.110110155126943	2.04570682615923e-09	1.91834992335771e-10	0.450808863020408	8.15852707395876e-07	6.00824109701338e-10	0.529375745802609	1.31623330290598e-08	1.41055141423361e-09	0.982493085830511	3.20338402788936e-06
Rhodobiaceae	0.099	0.171	0.135	0.283	0	0	0.0740939013157114	0.642891320372496	0.133836832297582	0.0630017169663225	0.350775736695214	0.0381505710066318	0.0890551698506147	0.999576536022779	0.170710245277529	0.0894910752362536	0.982493085830511	0.0458540516906632
Methylococcaceae	0.161	0.24	0.202	0.315	0	0	0.0263058006368705	0.723003963231387	0.0411162191869253	0.025625276566718	0.734299294521256	0.000194450784121782	0.0369463492090877	0.999576536022779	0.0611848499805436	0.0427087942778633	0.982493085830511	0.000357446294341511
Sphingobacteriaceae	0.269	0.307	0.291	0.322	0	0	0.00240845164386487	0.935698107615194	0.00238413422650852	0.00521889922717766	0.184123044195802	0.0312536989655791	0.00449337993258372	0.999576536022779	0.00522836453181692	0.011861134607222	0.982493085830511	0.0386803205019543
Thermoanaerobacterales_Family_III._Incertae_Sedis	0.702	0.296	0.884	0.334	0.955	0.41	0.00156426278143067	0.0223391729176566	0.010304443725814	0.759451721639707	0.612084804046198	0.99984423629578	0.00310369599490213	0.186159774313805	0.0184007923675249	0.778126763975109	0.982493085830511	0.99984423629578
Roseiflexaceae	0.156	0.238	0.084	0.192	0	0	0.0178347472286802	0.274352375945639	0.023334612153723	0.433555300880802	0.520956040403319	0.224555522272109	0.0262275694539415	0.926866134951484	0.037880863885914	0.479596571770798	0.982493085830511	0.2484021264072
Acidaminococcaceae	0.982	0.625	0.924	0.882	0.198	0.366	0.000109511713424884	0.912088904355882	6.34437705619995e-05	0.00178062785331867	0.280192588901688	3.04942860349931e-16	0.000304199203958011	0.999576536022779	0.000208696613690788	0.00494618848144076	0.982493085830511	3.81178575437414e-14
