Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	38.7069632377597	1.34714986245624e-24	0.508725036770342	1.90822119707903e-10
MDS2	9.10436684281775	3.74631054065257e-13	0.394513652305573	2.05294636943493e-12
MDS3	5.53835534101822	1.56147250145712e-06	0.937214553231362	2.43297721044155e-06
MDS4	3.91130468527332	1.31458147149347e-06	0.133601638670987	2.07751763343769e-06
MDS5	3.02251846774937	0.13918339495101	0.588563739030918	2.64542355148378e-15
MDS6	2.82376660970062	0.0017805248878944	0.629960529133609	3.42127183863591e-05
MDS7	2.27516860314502	0.166629185080665	0.216585680434714	2.14398735592077e-07
MDS8	1.82866975402022	0.116717537815069	0.223066354650408	8.68468627518562e-06
