Bacilli	3.41047115462602	0.492	3.82335470064326	3.823	3.413495e-09	1.80718e-08	3.0721455e-08	1.626462e-07
Thermotogae	0.398285733944213	0.561	0.393445957763421	0.393	0.9466917	0.9682254	0.9466917	0.9682254
Fusobacteriia	0.504206149229102	0.902	1.0683080964129	1.068	1.366599e-05	1.756683e-07	9.22454325e-05	9.4860882e-07
Deltaproteobacteria	2.6114530389908	0.619	2.39625407633528	2.396	0.00364373	0.0004096775	0.01093119	0.0013826615625
Clostridia	4.72905296989632	0.157	4.71558097256629	4.716	0.5181583	0.4822822	0.666203528571429	0.685348389473684
Deinococci	0.26072376813484	0.41	1.59138421696018	1.591	1.684429e-30	2.573672e-26	4.5479583e-29	6.9489144e-25
Mollicutes	1.12584688725031	1.039	1.06442751288657	1.064	0.6175933	0.7531039	0.757955413636364	0.813352212
Flavobacteriia	2.50154093667583	0.869	2.12149767395365	2.121	0.0001845058	1.554724e-07	0.0008302761	9.4860882e-07
Spirochaetia	0.296989659794876	0.548	0.54807796765093	0.548	0.001942199	0.0003463447	0.006554921625	0.00133590098571429
Acidobacteriia	0.235676110121705	0.409	0.149415563101498	0.149	0.06987392	0.1200431	0.145122756923077	0.270096975
Actinobacteria	3.11645740963595	0.414	3.12952497131186	3.13	0.8007996	0.6853927	0.853685584615385	0.7710667875
Negativicutes	3.18290685908203	0.71	2.97201335155974	2.972	0.01545836	0.001126644	0.041737572	0.0031437855
Fibrobacteria	0.95511995192608	0.739	0.862729066927008	0.863	0.342343	0.3095346	0.486487421052632	0.4643019
Dehalococcoidia	0.151055914916945	0.297	0.142791542221236	0.143	0.8220676	0.9506262	0.853685584615385	0.9682254
Alphaproteobacteria	1.56521660783427	0.684	1.53941280051638	1.539	0.7702543	0.639208	0.853685584615385	0.750374608695652
Erysipelotrichia	1.28064240997276	0.972	1.40510273154432	1.405	0.3167969	0.249251	0.486487421052632	0.44331958125
Epsilonproteobacteria	0.484866100287442	0.57	1.51613259245855	1.516	2.677813e-16	2.108548e-13	3.61504755e-15	2.8465398e-12
Betaproteobacteria	1.99989560094866	0.969	2.08616250880573	2.086	0.4910176	0.5233954	0.66287376	0.699718757142857
Bacteroidia	4.72421888361305	0.219	4.69827378818384	4.698	0.3361601	0.2015683	0.486487421052632	0.388738864285714
Cytophagia	0.470295102844044	0.741	0.358724476667011	0.359	0.1891909	0.6346005	0.364868164285714	0.750374608695652
Unclassified	4.15639213821053	0.248	4.11808824462552	4.118	0.2291686	0.282372	0.41250348	0.448473176470588
Gammaproteobacteria	2.12147451143204	0.898	2.59159056153777	2.592	2.344371e-05	1.773449e-05	0.000126596034	7.9805205e-05
Aquificae	0.315362544874559	0.375	0.158840894745888	0.159	0.0002883233	0.001164365	0.00111210415714286	0.0031437855
Sphingobacteriia	0.512506243705856	0.7	0.55306639483389	0.553	0.6485228	0.5442257	0.761309373913044	0.699718757142857
Caldilineae	0.243347143546335	0.447	0.134849230776117	0.135	0.02474908	0.155397	0.05568543	0.322747615384615
Chlorobia	0.295949555809314	0.659	0.403686442274186	0.404	0.2617425	0.2627079	0.44169046875	0.44331958125
Verrucomicrobiae	1.5448029175026	1.213	1.19516111420473	1.195	0.01844699	0.02314658	0.0452789754545455	0.0568143327272727
