Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	43.909830132177	3.00505668466797e-20	0.250990371599724	2.8276773501942e-11
MDS2	14.5782880446466	0.0389137698247787	0.306623887926286	1.53004603794465e-08
MDS3	8.25127946786921	2.19611235621081e-12	0.613700643027431	4.50706161508984e-11
MDS4	5.96069133294276	2.65814657149585e-10	0.410633400843537	0.00893243630425283
MDS5	3.68170413369554	0.00197167040098476	0.707571345983296	1.80016610562875e-07
MDS6	2.78247177793637	0.196124779582219	0.939108374339241	8.96454327520059e-06
MDS7	2.39302142403477	0.0330765838636244	0.596632701026459	0.00222555140880733
MDS8	1.82823639821342	0.175055045353886	0.165313605710041	0.000750815794178423
