Taxa	correlation
Proteobacteria	0.012991018904244
Deinococcus-Thermus	0.288143526529919
Bacteroidetes	0.28677303240786
Tenericutes	-0.078999025036278
Firmicutes	0.0665568118115969
Verrucomicrobia	0.486785516573103
Cyanobacteria	-0.0289242643812998
Actinobacteria	0.387881825853967
Chloroflexi	-0.0469913819830071
Fusobacteria	0.637862107574472
Unclassified	-0.0124053301957153
Spirochaetes	-0.064122224782095
