Axis	% explained	Origin p-value	Time p-value	Individual p-value
MDS1	83.7582916569814	5.90101493711385e-63	0.942316778479483	0.90020048725719
MDS2	6.14902562226427	0.811754357907837	0.9355998644482	0.999968480809012
MDS3	3.26002397699361	0.865473449134712	0.554254527795438	0.182652370560763
MDS4	1.80502264283532	0.345711033830549	0.378876500811341	0.999968510674141
MDS5	1.18901946999798	0.00323356830264719	0.539060920885949	0.669751697074624
MDS6	0.575281590344396	0.151651471770701	0.414626694372151	0.000593960663075309
MDS7	0.432609848184096	0.252256288088762	0.751653153089763	0.960824440013166
MDS8	0.390915596245684	0.514244905415869	0.0762922250009804	0.290923109873146
