Taxa	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Meiothermus	0.136192181090039	0.201178510598251	0	0.0210884869369454	0.381483364990912	0.072537242715679	0.0155424920104794	0.827656715396623	0.0014581366445327	0.0687612483156158	0.999997462702707	0.229559038711972	0.0753320783931345	0.97635184755658	0.00506114525650705
Anaplasma	0.0205049959014776	0.278594294662656	1.00091714659881	1.97831390397049e-36	1.24548607316477e-07	1.66533453693773e-15	1.67643676718399e-14	0.895543537481127	0.188750419419149	1.06433288033612e-33	9.57245010518066e-06	8.95949980872501e-14	1.00838291964866e-12	0.977573104852867	0.28767061089944
Geobacter	0.597084156172696	0.61357969559667	0.129662946016554	0.000138850538667686	0.980554409965028	0.000115507460122344	0.000671078084323984	0.916365511982493	3.39630724999541e-09	0.000970150516924869	0.999997462702707	0.00103571689243035	0.00532816469750884	0.982598569720883	1.09563511677e-07
Moorella	0.158942139234496	0.173415176939303	0	0.0408325501776233	0.957318929551851	0.0404273033826904	0.0587605139285917	0.881682625407614	0.00510950309406389	0.110406221764803	0.999997462702707	0.153256626371749	0.19758222808489	0.97635184755658	0.0140250646153386
Komagataeibacter	0.0355488265102974	0.0660655444573264	0	0.280083521025573	0.535121707377165	0.585109041439057	0.257649484527301	0.250053878633659	0.642817557541126	0.381480846358882	0.999997462702707	0.74841714251599	0.493293319130561	0.968883404849752	0.806144163070223
Phycisphaera	0.137786830952694	0.1070191239523	0	0.0853666481578613	0.806356983220753	0.0704420149471627	0.300700660870542	0.860078641075205	0.00333723704203916	0.191363569620539	0.999997462702707	0.224473797178813	0.548396459485938	0.97635184755658	0.00965286843342511
Delftia	0.0885409773753749	0.18654309165668	0	0.0060272088359467	0.0448921161740874	0.197110295513761	0.00587969656506837	0.778741737071742	0.0250583318376725	0.0257352250296772	0.423718570204544	0.441334998284804	0.0343834429565955	0.97635184755658	0.0554789404471927
Isoptericola	0.0356729179914313	0.0221008994055001	0	0.329858769457304	0.773022409880405	0.328924338514915	0.727423386557338	0.153633389471271	0.155102366774765	0.432839068214706	0.999997462702707	0.570842884261369	0.891466473730861	0.968883404849752	0.246878915162199
Sebaldella	0.0270458291585734	0.0154742477905359	0	0.488891991091168	0.817068953810344	0.500213684877675	0.844849366743045	0.860596260809798	0.999967150656521	0.556388930937973	0.999997462702707	0.706338484157977	0.975384032849266	0.97635184755658	0.999992249420043
Photobacterium	0.0908675913256354	0.107985834102509	0	0.14490208119157	0.901921991180869	0.16499858387516	0.152673242992611	0.316681947490301	0.000141806454597548	0.258994417545065	0.999997462702707	0.398068332398368	0.351950603623474	0.968883404849752	0.000778488495647762
